,Boiler power consumed,Pumps power consumed,Total plant energy consumed,scenario_name,%age reduction in plant energy consumption
0,2070012042.68,13101.681118012653,2070025166.8354564,case_study_scenario_1_15mins_Jan,0.0
1,1891513496.872,16108.57890990837,1891529612.1526217,case_study_scenario_5_15mins_Jan,8.622868820271837
