minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_partloadratio,boiler2_partloadratio,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,plant_enable_signal,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
345,-0.04238791,342.96167,297.55988,-0.04238791,342.96243,0.0,0.0,294.43466,272.47186,344.02002,-8.5151674e-05,341.995,342.10562,-1.4181818e-23,2.0486088e-23,0.0,0.0,0.0,0.0,343.15,343.15,-66.30324,0.0,20700.0,-16615.86802151147,-8082.846,-8082.982,0.0,0.0,0.0,-16165.828,0.0,0.0,0.1746521
360,-0.042387918,342.98676,297.55988,-0.042387918,342.98727,0.0,0.0,294.40402,272.55,344.02002,-8.515169e-05,342.00665,342.11472,-9.623012e-20,-3.495502e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,21600.0,-16615.870861064595,-8087.3135,-8087.406,0.0,0.0,0.0,-16174.719,0.0,0.0,0.14401245
375,-0.042387918,343.00705,297.56015,-0.042387918,343.0074,0.0,0.0,294.3817,272.55,344.01953,-8.515169e-05,342.0183,342.1238,-4.755699e-19,-6.090509e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,22500.0,-16615.59800561636,-8090.8774,-8090.937,0.0,0.0,0.0,-16181.814,0.0,0.0,0.1217041
390,-0.042387918,343.02228,297.5634,-0.042387918,343.0225,0.0,0.0,294.3538,272.55,344.01328,-8.5151696e-05,342.02988,342.13284,-8.314327e-18,2.6217324e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,23400.0,-16612.205103303524,-8093.0127,-8093.051,0.0,0.0,0.0,-16186.063,0.0,0.0,0.09378052
405,-0.04238792,343.03128,297.6261,-0.04238792,343.03143,0.0,0.0,294.3272,272.55,343.89496,-8.51517e-05,342.0413,342.14178,-4.857185e-19,-2.6720419e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,24300.0,-16547.46337094517,-8083.451,-8083.4785,0.0,0.0,0.0,-16166.93,0.0,0.0,0.06719971
420,-0.042387925,343.03366,298.12363,-0.042387925,343.03378,0.0,0.0,294.29642,272.55,342.99606,-8.515171e-05,342.05246,342.1505,-6.3370477e-19,1.5160493e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.3032,0.0,25200.0,-16048.05187284164,-7995.3013,-7995.3228,0.0,0.0,0.0,-15990.624,0.0,0.0,0.03640747
435,-0.042387933,343.0282,300.00604,-0.042387933,343.02826,0.0,0.0,294.27103,272.55,339.65918,-8.5151725e-05,342.06323,342.15894,-9.8824883e-20,2.599e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30321,0.0,26100.0,-14181.43878227589,-7659.2046,-7659.216,0.0,0.0,0.0,-15318.42,0.0,0.0,0.011016846
450,-0.04238795,343.01416,303.14215,-0.04238795,343.0142,0.0,0.0,294.23495,272.55,333.90744,-8.515176e-05,342.07355,342.167,2.0125463e-19,1.2636291e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30324,0.0,27000.0,-11002.818037929928,-7098.3896,-7098.395,0.0,0.0,0.0,-14196.785,0.0,0.0,-0.025054932
465,-0.04238797,342.99033,307.3896,-0.04238797,342.99036,0.0,0.0,294.2017,272.55,325.70288,-8.51518e-05,342.08325,342.17453,1.7405461e-19,-1.8832699e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.30327,0.0,27900.0,-6549.521431813865,-6337.981,-6337.9863,0.0,0.0,0.0,-12675.967,0.0,0.0,-0.05831909
480,-0.042387992,342.95584,311.72375,-0.042387992,342.95587,0.0,0.0,294.1732,272.55,316.74313,-8.515185e-05,342.09222,342.18143,-7.7376e-19,-1.0477882e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.3033,0.0,28800.0,-1795.119368462883,-5560.235,-5560.24,0.0,0.0,0.0,-11120.475,0.0,0.0,-0.08682251
495,-0.042388026,342.91034,315.4646,-0.042388026,342.91034,0.0,0.0,294.13858,272.45624,308.21747,-8.515191e-05,342.10034,342.18762,1.1678146e-18,-2.7008539e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30335,0.0,29700.0,2591.849632529719,-4886.157,-4886.157,0.0,0.0,0.0,-9772.314,0.0,0.0,-0.12142944
510,-0.042388055,342.85263,317.87296,-0.042388055,342.85263,0.0,0.0,294.10922,272.25833,301.6301,-8.515197e-05,342.10742,342.19296,3.1227893e-19,1.0745338e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.3034,0.0,30600.0,5809.068194334266,-4447.1274,-4447.1274,0.0,0.0,0.0,-8894.255,0.0,0.0,-0.15078735
525,-0.042388093,342.78162,318.8093,-0.042388093,342.78162,0.0,0.0,294.0783,272.08124,297.51923,-8.5152045e-05,342.11334,342.19727,-2.2036552e-19,1.0555183e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30346,0.0,31500.0,7614.150476340243,-4267.792,-4267.792,0.0,0.0,0.0,-8535.584,0.0,0.0,-0.18170166
540,-0.04238813,342.69644,318.65652,-0.04238813,342.69644,0.0,0.0,294.04718,272.05,295.42386,-8.515212e-05,342.11792,342.20044,-5.187391e-19,4.0411343e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.30352,0.0,32400.0,8308.905027141833,-4279.83,-4279.83,0.0,0.0,0.0,-8559.66,0.0,0.0,-0.21282959
555,-0.042388167,342.59622,317.92224,-0.042388167,342.59622,0.0,0.0,294.01736,272.14862,294.55347,-8.51522e-05,342.12097,342.2023,-3.736437e-18,-1.662478e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30357,0.0,33300.0,8357.590539903904,-4392.7163,-4392.7163,0.0,0.0,0.0,-8785.433,0.0,0.0,-0.24264526
570,-0.042388204,342.47955,316.97552,-0.042388204,342.47955,0.0,0.0,293.98926,272.27136,294.24777,-8.515227e-05,342.12225,342.20264,1.9420592e-19,3.256336e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.303635,0.0,34200.0,8128.342966445468,-4540.4937,-4540.4937,0.0,0.0,0.0,-9080.987,0.0,0.0,-0.27075195
585,11.400004,347.4933,294.10013,0.09588579,341.16714,6.250245,0.0,293.966,272.4084,339.7764,0.011546859,347.63483,340.83563,0.9998557,6.9319063e-18,0.54361016,0.0,1764854.1,0.0,343.15,343.15,-3966.4385,1.0,35100.0,2215153.1851272923,2556465.5,18954.846,1764854.1,0.0,6.250245,2575420.2,1764854.1,1764860.4,-0.29400635
600,10.893033,337.22324,294.4854,0.08787937,340.79443,2.7381692,2.6378875,294.03903,272.55,338.222,0.011029596,337.30884,340.24673,0.9998557,-7.520058e-17,0.8134454,0.0,2640886.2,0.0,343.14996,343.14996,-4191.72,1.0,36000.0,2026066.3154774648,1955287.0,17092.352,2640886.2,0.0,5.3760567,1972379.4,2640886.2,2640891.8,-0.22097778
615,4.4584117,357.628,295.7097,4.4584117,345.5851,2.1675913,2.088032,294.16696,272.72284,343.67957,0.008956357,357.05164,345.62207,0.9998557,1.0,0.29032028,0.35782093,942537.5,250755.75,343.14996,343.14996,-4132.668,1.0,36900.0,1804468.5051953308,1159440.8,933933.8,942537.5,250755.75,4.2556233,2093374.5,1193293.2,1193297.5,-0.093048096
630,4.3994365,322.37427,296.28265,4.6022816,342.77676,2.1848457,2.1045632,294.30014,272.92032,338.16403,0.009041628,322.00696,342.86005,0.014549554,1.0,0.0,0.30839828,0.0,216121.08,343.1499,343.1499,-4123.9717,1.0,37800.0,1590438.5115739275,482111.25,898711.7,0.0,216121.08,4.2894087,1380823.0,216121.08,216125.38,0.040130615
645,5.410035,342.4232,296.12558,5.410035,364.385,2.65741,2.5594528,294.40118,273.0826,332.9868,0.010868042,344.15332,365.79913,0.9990127,1.0,1.0,1.0,3246544.0,700785.6,343.1499,343.1499,-4129.9004,1.0,38700.0,1682558.3347462497,1051981.1,1551000.9,3246544.0,700785.6,5.2168627,2602982.0,3947329.5,3947334.8,0.14117432
660,-0.06313463,346.749,295.93835,-0.063134834,340.04535,-1.748123e-14,-1.7461862e-14,294.45584,273.15,347.45084,-0.0001268293,346.49243,339.71182,0.078405686,0.07863707,0.0,0.0,0.0,0.0,343.14987,343.14987,-99.218864,0.0,39600.0,-27439.82596275023,-13473.227,-11695.688,0.0,0.0,-3.494309e-14,-25168.914,0.0,-3.494309e-14,0.1958313
675,-0.042387918,345.92828,296.21765,-0.042387918,341.53036,0.0,0.0,294.48132,273.15,347.1657,-8.5151696e-05,346.46707,339.75998,2.001437e-18,9.4293e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,40500.0,-18220.917306688734,-8849.946,-8066.9883,0.0,0.0,0.0,-16916.934,0.0,0.0,0.22131348
690,-0.042390745,345.4388,296.21796,-0.042390745,342.47363,0.0,0.0,294.47946,273.15,347.16534,-8.515738e-05,346.4442,339.80536,1.0089386e-20,6.431591e-21,0.0,0.0,0.0,0.0,343.15,343.15,-66.30256,0.0,41400.0,-18221.893134601607,-8763.336,-8235.412,0.0,0.0,0.0,-16998.748,0.0,0.0,0.2194519
705,-0.04366053,345.12973,296.21796,-0.04366053,343.12848,0.0,0.0,294.466,273.15,347.16534,-8.77082e-05,346.4223,339.85092,1.256925e-28,-4.2915393e-27,0.0,0.0,0.0,0.0,343.15,343.15,-58.680042,0.0,42300.0,-18767.715070897673,-8969.158,-8602.181,0.0,0.0,0.0,-17571.34,0.0,0.0,0.20599365
720,-0.042387918,344.94086,296.21796,-0.042387918,343.59177,0.0,0.0,294.44574,273.15,347.16534,-8.515169e-05,346.40137,339.89664,-1.0184059e-31,-2.4763072e-31,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,43200.0,-18220.675636971428,-8674.102,-8433.924,0.0,0.0,0.0,-17108.025,0.0,0.0,0.18572998
