,Boiler power consumed,Pumps power consumed,Total plant energy consumed,scenario_name,%age reduction in plant energy consumption
0,1855763154.0900002,11737.75850030753,1855774907.8655505,case_study_scenario_1_15mins_Feb,0.0
1,1710337269.067,13648.566281454698,1710350925.2878518,case_study_scenario_5_15mins_Feb,7.836294259682628
