minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_partloadratio,boiler2_partloadratio,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,plant_enable_signal,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
660,7.606104,309.8892,295.0119,7.953055,339.87222,3.9005616,3.8046353,294.096,234.85,337.28275,0.01562814,309.40607,339.3857,0.014642171,1.0,0.0,0.07641406,0.0,114862.76,343.15,343.15,-4131.275,1.0,39600.0,2774581.647472519,475264.47,1498461.8,0.0,114862.76,7.705197,1973726.2,114862.76,114870.46,-0.16400146
675,6.442817,328.4053,295.99652,6.442817,368.35312,3.1922665,3.113974,294.2435,234.85,324.44427,0.012942764,329.83234,370.00458,0.9990989,1.0,1.0,0.01,2426755.0,15031.625,342.039,342.039,-4145.4824,1.0,40500.0,1546408.7708048283,876976.25,1957957.4,2426755.0,15031.625,6.3062406,2834933.5,2441786.5,2441792.8,-0.01651001
690,10.071413,344.33334,296.18118,10.071414,336.50882,5.1863723,5.0580215,294.36002,234.85,343.51175,0.020232132,344.25116,336.3024,0.9990989,1.0,0.54022706,0.015893165,1310998.6,23890.008,336.484,336.484,-4134.386,1.0,41400.0,4021912.6633926863,2036833.2,1705856.5,1310998.6,23890.008,10.244394,3742689.8,1334888.6,1334898.9,0.1000061
705,11.305384,335.6014,295.88733,11.305385,335.0653,5.9076333,5.7605395,294.44846,234.85,336.41272,0.022711014,335.53204,335.03903,0.9990989,1.0,0.11495804,0.017503822,278975.0,26311.088,333.151,333.151,-4137.0527,1.0,42300.0,3865565.461970255,1885728.4,1860273.0,278975.0,26311.088,11.668173,3746001.5,305286.1,305297.75,0.18844604
720,-0.06336869,332.75375,296.29813,-0.06336869,333.59583,-6.2e-44,-6.2e-44,294.48715,234.85,334.1806,-0.00012729928,332.45682,333.59442,-2.0536965e-10,-2.0624852e-10,0.0,0.0,0.0,0.0,343.15,343.15,-66.30327,0.0,43200.0,-20254.130700118723,-9702.61,-9926.727,0.0,0.0,-1.23e-43,-19629.336,0.0,-1.23e-43,0.22714233
735,-0.06336878,332.9867,296.3582,-0.06336878,333.55392,0.0,0.0,294.47296,234.85,334.12424,-0.00012729946,332.47928,333.59357,1.8474903e-18,3.4172936e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30336,0.0,44100.0,-20191.91119425443,-9748.638,-9899.605,0.0,0.0,0.0,-19648.242,0.0,0.0,0.21295166
750,-0.06336878,333.15103,296.5065,-0.06336878,333.53363,0.0,0.0,294.43854,234.85,333.96774,-0.00012729947,332.50177,333.59286,-4.9245296e-18,-6.8431e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30336,0.0,45000.0,-20028.944695472896,-9752.901,-9854.7295,0.0,0.0,0.0,-19607.63,0.0,0.0,0.17852783
765,-0.06336879,333.26993,297.985,-0.06336879,333.52783,0.0,0.0,294.39505,234.85,332.35147,-0.00012729949,332.52432,333.59235,4.3526523e-19,3.3227675e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303375,0.0,45900.0,-18374.310858170338,-9391.05,-9459.69,0.0,0.0,0.0,-18850.74,0.0,0.0,0.13504028
780,-0.06336881,333.3582,301.99127,-0.06336881,333.53195,-1.4565e-41,6.2e-44,294.34958,234.85,327.8079,-0.00012729953,332.5469,333.59198,1.6659644e-18,8.397489e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30339,0.0,46800.0,-13803.06287677362,-8348.273,-8394.5205,0.0,0.0,-1.4503e-41,-16742.793,0.0,-1.4503e-41,0.08956909
795,-0.06336885,333.42566,308.75427,-0.06336885,333.543,0.0,0.0,294.29486,234.92813,319.76285,-0.0001272996,332.56955,333.5918,-5.1721752e-20,1.1124737e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30343,0.0,47700.0,-5885.826516861137,-6566.269,-6597.499,0.0,0.0,0.0,-13163.768,0.0,0.0,0.034851074
810,-0.0633689,333.47925,316.55768,-0.0633689,333.5587,0.0,0.0,294.2432,235.1,309.8859,-0.0001272997,332.59222,333.5918,3.344041e-19,-1.9453493e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30348,0.0,48600.0,3567.127424173666,-4503.6655,-4524.8076,0.0,0.0,0.0,-9028.473,0.0,0.0,-0.016815186
825,-0.06336896,333.52362,322.39813,-0.06336896,333.5773,0.0,0.0,294.18866,235.27188,301.63547,-0.00012729982,332.615,333.59195,-1.8789624e-20,-4.608591e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30355,0.0,49500.0,11100.950638584362,-2961.0447,-2975.3315,0.0,0.0,0.0,-5936.376,0.0,0.0,-0.0713501
840,-0.063369036,333.56137,324.88373,-0.063369036,333.59763,0.0,0.0,294.13586,235.35,296.89462,-0.00012729997,332.63776,333.5923,-5.951615e-19,-1.1230052e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30363,0.0,50400.0,14964.650913539845,-2309.5542,-2319.2036,0.0,0.0,0.0,-4628.758,0.0,0.0,-0.12414551
855,-0.06336912,333.59412,324.83624,-0.06336912,333.6186,0.0,0.0,294.07767,235.35,295.03137,-0.00012730014,332.66052,333.59274,1.4577164e-19,3.3054083e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30371,0.0,51300.0,15935.489626389377,-2330.9106,-2337.4248,0.0,0.0,0.0,-4668.3354,0.0,0.0,-0.18234253
870,-0.06336919,333.62256,323.7245,-0.06336919,333.63916,0.0,0.0,294.0303,235.35,294.49902,-0.00012730029,332.6832,333.59335,-2.6925657e-19,-4.1209138e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30379,0.0,52200.0,15625.721541367098,-2634.3777,-2638.7961,0.0,0.0,0.0,-5273.174,0.0,0.0,-0.22970581
885,18.42908,335.80917,294.21393,0.16652124,333.0128,12.2217,0.0,293.981,235.35,328.42075,0.018678045,336.2935,332.8778,0.99972105,-5.3642154e-18,1.0,0.0,2426755.0,0.0,343.15,343.15,-4459.3296,1.0,53100.0,2683449.1972366665,3219560.8,27135.504,2426755.0,0.0,12.2217,3246696.2,2426755.0,2426767.2,-0.27902222
900,8.402984,335.97827,294.48236,8.402984,357.5467,4.24565,4.1411448,294.04532,235.35,339.6786,0.016880477,334.02957,356.9136,0.99972105,1.0,0.0,0.09507816,0.0,142917.94,343.15,343.15,-4133.9917,1.0,54000.0,3204322.299361934,1464495.8,2225699.8,0.0,142917.94,8.386795,3690195.5,142917.94,142926.33,-0.21469116
915,6.1971416,304.43845,295.50754,6.4781456,338.9498,3.1211598,3.044429,294.20996,235.35,324.40103,0.012731484,304.31042,339.25916,0.014637764,1.0,0.0,0.30018774,0.0,451230.97,340.928,340.928,-4124.4194,1.0,54900.0,1544999.6356664656,232453.62,1181986.2,0.0,451230.97,6.165589,1414439.9,451230.97,451237.12,-0.050048828
930,7.6471996,318.04895,295.99072,7.6472,352.37354,3.83606,3.7418303,294.33572,235.35,322.42044,0.015362209,319.93234,354.20743,0.9990093,1.0,1.0,1.0,2426755.0,1503162.5,339.817,339.817,-4139.9263,1.0,55800.0,1705279.146098826,708471.44,1810916.8,2426755.0,1503162.5,7.5778904,2519388.2,3929917.5,3929925.0,0.07571411
945,9.978127,345.02902,295.86914,9.978127,342.73553,5.141291,5.014208,294.41855,235.35,346.26987,0.020044731,345.00888,342.55197,0.9990093,1.0,0.3571015,0.01,866597.9,15031.625,334.262,334.262,-4141.6064,1.0,56700.0,4243129.800242775,2060198.9,1964083.1,866597.9,15031.625,10.1554985,4024282.0,881629.5,881639.6,0.15853882
960,-0.08840342,337.37405,296.3042,-0.088807814,338.7838,7.588085e-28,7.579656e-28,294.47156,235.35,338.95868,-0.0001779969,337.19962,338.78714,0.00017296785,0.00017360815,0.0,0.0,0.0,0.0,333.151,333.151,-93.049995,0.0,57600.0,-31887.93431882324,-15249.006,-15844.592,0.0,0.0,1.5167741e-27,-31093.598,0.0,1.5167741e-27,0.21154785
975,-0.06336878,337.69308,296.66425,-0.06336878,338.6398,0.0,0.0,294.47946,235.35,338.64374,-0.00012729946,337.22525,338.78412,1.519212e-14,1.5245343e-14,0.0,0.0,0.0,0.0,343.15,343.15,-66.30336,0.0,58500.0,-22444.659365146435,-10919.78,-11171.748,0.0,0.0,0.0,-22091.527,0.0,0.0,0.2194519
990,-0.06336878,337.912,296.75967,-0.06336878,338.5505,0.0,0.0,294.45383,235.35,338.54474,-0.00012729946,337.2506,338.78125,3.3586195e-19,-5.719363e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.30336,0.0,59400.0,-22340.707207506228,-10952.643,-11122.584,0.0,0.0,0.0,-22075.227,0.0,0.0,0.19381714
1005,-0.06336879,338.06628,297.48654,-0.06336879,338.4968,0.0,0.0,294.41327,235.35,337.7521,-0.00012729947,337.27582,338.77856,-7.095643e-20,1.5259359e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30337,0.0,60300.0,-21528.296879090725,-10800.255,-10914.835,0.0,0.0,0.0,-21715.09,0.0,0.0,0.15325928
1020,-0.06336881,338.17715,301.2334,-0.06336881,338.4673,0.0,0.0,294.36002,235.35,333.54477,-0.00012729951,337.30096,338.77603,4.8161418e-20,-1.520704e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30339,0.0,61200.0,-17275.53160259667,-9832.544,-9909.763,0.0,0.0,0.0,-19742.307,0.0,0.0,0.1000061
