minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_actuatorSignal,boiler2_actuatorSignal,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
615,5.8922324,339.9431,294.15808,5.8922324,333.79462,2.919488,2.8117278,293.98468,266.875,333.75757,0.011836712,340.2855,335.55197,0.99976456,0.9998176,1.0,1.0,1623272.0,1005475.0,343.15,343.15,-4143.418,36900.0,1968656.492958121,1133059.5,980900.3,1623272.0,1005475.0,5.7312155,2113959.8,2628747.0,2628752.8,-0.2753296
630,5.127434,306.5488,295.0262,5.362979,336.63885,2.571945,2.4772246,294.07776,267.3,331.0568,0.010536922,306.2658,336.52737,0.014586809,1.0,0.0,0.20736957,0.0,208504.9,343.15,343.15,-4130.5273,37800.0,1594535.8866196102,248141.39,937304.4,0.0,208504.9,5.0491695,1185445.8,208504.9,208509.95,-0.18225098
645,6.354029,331.48642,296.09396,6.354029,360.37604,3.1676028,3.0503452,294.19153,267.725,338.7994,0.0127644,332.0514,359.43024,0.9990254,1.0,1.0,0.01,1623272.0,10054.75,339.817,339.817,-4146.8716,38700.0,2289459.346366357,944515.7,1715490.6,1623272.0,10054.75,6.217948,2660006.2,1633326.8,1633333.0,-0.068481445
660,8.269886,344.65176,296.38617,8.269886,335.26337,4.2393303,4.0796227,294.29514,268.15,339.8199,0.016613103,344.48273,335.33197,0.9990254,1.0,0.5778983,0.1480256,938086.1,148836.03,336.484,336.484,-4172.0186,39600.0,3030589.019271611,1676434.0,1350341.9,938086.1,148836.03,8.318953,3026776.0,1086922.1,1086930.5,0.035125732
675,7.7992225,335.84885,296.15192,7.7992225,335.00912,3.970941,3.8221564,294.3903,268.575,336.57278,0.015667602,335.80353,334.9355,0.9990254,1.0,0.22704661,0.017187154,368558.4,17281.254,333.151,333.151,-4166.092,40500.0,2659851.969745887,1300341.8,1272835.2,368558.4,17281.254,7.7930975,2573177.0,385839.66,385847.44,0.13027954
690,7.0157294,330.99573,295.76947,7.0157294,330.98605,3.5264575,3.395205,294.44885,269.0,332.21762,0.014093668,330.84048,330.9391,0.9990254,1.0,0.0,0.0,0.0,0.0,330.929,330.929,-4149.558,41400.0,2157490.1945216027,1037979.2,1037694.1,0.0,0.0,6.9216623,2075673.2,0.0,6.9216623,0.18884277
705,-0.042387918,330.13358,296.28278,-0.042387918,330.60413,0.0,0.0,294.4729,269.425,331.23282,-8.5151696e-05,329.83957,330.5639,-2.3179887e-14,-2.3268829e-14,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,42300.0,-12499.4327521879,-6026.4326,-6110.204,0.0,0.0,0.0,-12136.637,0.0,0.0,0.21289062
720,-0.042387918,330.29312,296.30234,-0.042387918,330.61038,0.0,0.0,294.47113,269.85,331.2138,-8.5151696e-05,329.857,330.5643,8.987901e-19,5.9547915e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,43200.0,-12485.637179546316,-6051.354,-6107.8354,0.0,0.0,0.0,-12159.189,0.0,0.0,0.2111206
735,-0.042387918,330.4082,296.3037,-0.042387918,330.6219,0.0,0.0,294.45914,270.20938,331.2123,-8.5151696e-05,329.8745,330.56485,-5.52919e-20,-1.6864452e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,44100.0,-12484.611242973288,-6071.597,-6109.639,0.0,0.0,0.0,-12181.236,0.0,0.0,0.1991272
750,-0.042387918,330.49295,296.30405,-0.042387918,330.6371,0.0,0.0,294.44272,270.475,331.21198,-8.5151696e-05,329.89215,330.56555,6.644777e-20,-3.3190105e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,45000.0,-12484.371130158323,-6086.625,-6112.285,0.0,0.0,0.0,-12198.91,0.0,0.0,0.18270874
