minute,boiler1_flowrate,boiler1_supply_temp,radiator_return_temp,boiler2_flowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_actuatorSignal,boiler2_actuatorSignal,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,t
3158,-0.00014172016,343.21603,326.725,-0.00014172524,350.6918,1.1239588,1.0383658,296.3476,272.4443,346.98013,0.00028344538,343.20688,350.67953,0.9999637,1.0,0.75180227,0.734375,11277.034,16523.438,343.15,343.15,189509.58
3159,-0.00014172016,343.2159,326.82144,-0.00014172524,350.65833,1.1239588,1.0383658,296.40912,272.42593,346.96042,0.00028344538,343.2086,350.64844,0.9999637,1.0,0.75035167,0.734375,11255.275,16523.438,343.15,343.15,189569.66
3160,-0.00014172014,343.21515,326.90726,-0.00014172522,350.63022,1.1239587,1.0383657,296.46988,272.4076,346.9428,0.00028344538,343.209,350.6221,0.9999637,1.0,0.7338027,0.71875,11007.04,16171.875,343.15,343.15,189629.7
3161,-0.00014172014,343.21417,326.98282,-0.00014172522,350.6083,1.1239587,1.0383656,296.5299,272.38925,346.92773,0.00028344538,343.20886,350.60153,0.9999637,1.0,0.73209393,0.71875,10981.409,16171.875,343.15,343.15,189689.7
3162,-0.00014172014,343.21332,327.0489,-0.00014172522,350.59305,1.1239586,1.0383656,296.58914,272.37094,346.91544,0.00028344535,343.20798,350.58673,0.9999637,1.0,0.74546206,0.734375,11181.931,16523.438,343.15,343.15,189749.67
3163,-0.00014172014,343.21277,327.10635,-0.00014172522,350.5845,1.1239585,1.0383655,296.64755,272.35263,346.90607,0.00028344535,343.2083,350.57956,0.9999637,1.0,0.729008,0.71875,10935.12,16171.875,343.15,343.15,189809.62
3164,-0.00014172013,343.21262,327.15625,-0.0001417252,350.5826,1.1239583,1.0383654,296.7052,272.3343,346.89972,0.00028344535,343.20908,350.57904,0.9999637,1.0,0.74233794,0.734375,11135.069,16523.438,343.15,343.15,189869.55
3165,-0.00014172013,343.21295,327.19968,-0.0001417252,350.58685,1.1239582,1.0383654,296.76202,272.316,346.89636,0.00028344532,343.2098,350.58408,0.9999637,1.0,0.72581935,0.71875,10887.29,16171.875,343.15,343.15,189929.45
3166,-0.00014172013,343.21402,327.2377,-0.0001417252,350.59705,1.1239582,1.0383652,296.81805,272.2977,346.89587,0.00028344532,343.21207,350.59586,0.9999637,1.0,0.7239235,0.71875,10858.853,16171.875,343.15,343.15,189989.36
3167,-0.00014172011,343.208,327.27145,-0.00014172519,350.6047,1.1239581,1.0383651,296.87354,272.27933,346.89804,0.00028344532,343.2021,350.59976,0.9999637,1.0,0.745303,0.7419355,11179.545,16693.549,343.15,343.15,190049.48
3168,-0.00014172011,343.21762,327.30148,-0.00014172519,350.63174,1.123958,1.038365,296.92776,272.2611,346.90262,0.0002834453,343.2169,350.63232,0.9999637,1.0,0.72077703,0.71875,10811.655,16171.875,343.15,343.15,190109.11
3169,-0.00014172011,343.22043,327.32898,-0.00014172519,350.65207,1.1239579,1.0383649,296.98148,272.2428,346.9093,0.0002834453,343.21964,350.6525,0.9999637,1.0,0.7201529,0.71875,10802.294,16171.875,343.15,343.15,190168.97
3170,-0.0001417201,343.227,327.35474,-0.00014172518,350.67316,1.1239578,1.0383648,297.03482,272.2244,346.91733,0.0002834453,343.2268,350.67398,0.9999637,1.0,0.7085373,0.7076923,10628.06,15923.077,343.15,343.15,190229.28
3171,-0.0001417201,343.22382,327.37912,-0.00014172518,350.68054,1.1239576,1.0383646,297.0874,272.20596,346.9253,0.00028344526,343.213,350.67044,0.9999637,1.0,0.6880309,0.6875,10320.463,15468.75,343.15,343.15,190289.56
3172,-0.00014172008,343.21933,327.40247,-0.00014172516,350.68262,1.1239575,1.0383646,297.1389,272.18768,346.93204,0.00028344526,343.2024,350.6661,0.9999637,1.0,0.6879193,0.6875,10318.79,15468.75,343.15,343.15,190349.4
3173,-0.00014172008,343.21365,327.4257,-0.00014172516,350.6801,1.1239574,1.0383644,297.19034,272.16916,346.93716,0.00028344523,343.18765,350.65424,0.9999637,1.0,0.71252716,0.7121212,10687.907,16022.728,343.15,343.15,190410.06
3174,-0.00014172008,343.20682,327.44852,-0.00014172516,350.67337,1.1239573,1.0383643,297.24048,272.15085,346.94052,0.00028344523,343.1972,350.66357,0.9999637,1.0,0.73455006,0.734375,11018.251,16523.438,343.15,343.15,190469.97
3175,-0.00014172007,341.57928,327.4714,-0.00014172515,348.95676,1.123957,1.0383642,297.28995,272.13254,346.90598,0.00028344523,341.44955,348.81216,0.9999637,1.0,0.46052012,0.46031746,6907.802,10357.143,341.15,341.15,190529.9
3176,-0.00014172007,341.27692,327.4943,-0.00014172515,348.4367,1.1239569,1.038364,297.33835,272.11435,346.31006,0.0002834452,341.29117,348.43732,0.9999637,1.0,0.6001647,0.6,9002.471,13500.0,341.15,341.15,190589.44
3177,-0.00014172005,341.23306,327.51743,-0.00014172513,348.2234,1.1239568,1.0383639,297.38617,272.09598,345.4354,0.0002834452,341.20395,348.1837,0.9999637,1.0,0.63092834,0.63076925,9463.925,14192.308,341.15,341.15,190649.52
3178,-0.00014172005,341.2594,327.53918,-0.00014172513,348.1226,1.1239566,1.0383638,297.43262,272.0776,344.9731,0.00028344517,341.2867,348.1423,0.9999637,1.0,0.661648,0.6615385,9924.72,14884.615,341.15,341.15,190709.69
3179,-0.00014172004,341.25458,327.5558,-0.00014172512,348.02344,1.1239564,1.0383636,297.47733,272.05923,344.78088,0.00028344517,341.21707,347.9801,0.9999637,1.0,0.5846993,0.5846154,8770.489,13153.846,341.15,341.15,190769.77
3180,-0.00014172004,339.6607,327.5619,-0.00014172512,346.27408,1.1239563,1.0383635,297.52048,272.04083,344.6551,0.00028344514,339.53226,346.12683,0.9999637,1.0,0.36529028,0.36507937,5479.3545,8214.286,339.15,339.15,190829.98
3181,-0.00014172003,339.31204,327.5527,-0.0001417251,345.65887,1.1239561,1.0383633,297.5613,272.0227,344.02615,0.00028344512,339.31577,345.6458,0.9999637,1.0,0.47701725,0.47692308,7155.259,10730.77,339.15,339.15,190889.28
3182,-0.00014172001,339.26392,327.5249,-0.00014172509,345.40393,1.123956,1.0383631,297.60092,272.0043,343.107,0.00028344512,339.27448,345.40182,0.9999637,1.0,0.60617906,0.6060606,9092.686,13636.363,339.15,339.15,190949.58
3183,-0.00014172001,339.2943,327.47717,-0.00014172509,345.28586,1.1239557,1.038363,297.63824,271.98587,342.6076,0.0002834451,339.2659,345.24872,0.9999637,1.0,0.477009,0.47692308,7155.135,10730.77,339.15,339.15,191009.86
3184,-0.00014172,339.28397,327.40872,-0.00014172508,345.17166,1.1239555,1.0383627,297.67294,271.9676,342.3942,0.0002834451,339.31573,345.1974,0.9999637,1.0,0.5846703,0.5846154,8770.055,13153.846,339.15,339.15,191069.73
3185,-0.00014171998,337.9221,327.31677,-0.00014172506,343.67673,1.1239554,1.0383626,297.70572,271.94907,342.26993,0.00028344506,337.75827,343.49664,0.9999637,1.0,0.20647185,0.20634921,3097.0776,4642.857,337.15,337.15,191130.34
3186,-0.00014171998,337.30606,327.20428,-0.00014172506,342.80713,1.1239551,1.0383624,297.7357,271.93088,341.71408,0.00028344503,337.3377,342.82242,0.9999637,1.0,0.53850865,0.53846157,8077.63,12115.385,337.15,337.15,191189.81
3187,-0.00014171997,337.3052,327.07034,-0.00014172505,342.61737,1.1239549,1.0383621,297.76355,271.9126,340.7803,0.00028344503,337.275,342.57608,0.9999637,1.0,0.4462452,0.44615385,6693.6777,10038.462,337.15,337.15,191249.69
3188,-0.00014171995,337.3253,326.91855,-0.00014172503,342.51328,1.1239547,1.038362,297.7888,271.89432,340.24432,0.000283445,337.3512,342.53247,0.9999637,1.0,0.47695446,0.47692308,7154.317,10730.77,337.15,337.15,191309.52
3189,-0.00014171995,337.28067,326.75098,-0.00014172503,342.39554,1.1239544,1.0383618,297.81143,271.87604,340.01913,0.00028344497,337.2691,342.37994,0.9999637,1.0,0.52307695,0.52307695,7846.154,11769.23,337.15,337.15,191369.36
3190,-0.00014171994,336.077,326.56604,-0.00014172502,341.10147,1.1239542,1.0383615,297.83185,271.85748,339.90274,0.00028344494,335.95288,340.96478,0.9999637,1.0,0.17750324,0.17741935,2662.5486,3991.9355,335.15,335.15,191430.08
3191,-0.00014171992,335.3094,326.37134,-0.000141725,340.12057,1.1239539,1.0383613,297.8495,271.8393,339.4046,0.0002834449,335.29193,340.089,0.9999637,1.0,0.43955824,0.43939394,6593.3735,9886.363,335.15,335.15,191489.58
3192,-0.00014171991,335.35223,326.1641,-0.00014172499,340.00797,1.1239537,1.0383611,297.86487,271.821,338.48434,0.0002834449,335.37473,340.02213,0.9999637,1.0,0.40002438,0.4,6000.3657,9000.0,335.15,335.15,191549.42
3193,-0.0001417199,335.2995,325.9478,-0.00014172497,339.86588,1.1239533,1.0383608,297.8777,271.8027,337.9377,0.00028344488,335.289,339.85068,0.9999637,1.0,0.4769905,0.47692308,7154.8574,10730.77,335.15,335.15,191609.38
3194,-0.00014171988,335.34833,325.72504,-0.00014172496,339.87488,1.1239531,1.0383606,297.8879,271.7844,337.71722,0.00028344485,335.3551,339.88052,0.9999637,1.0,0.40002257,0.4,6000.3384,9000.0,335.15,335.15,191669.25
3195,-0.00014171987,333.88657,325.4928,-0.00014172494,338.3396,1.1239529,1.0383602,297.89575,271.76587,337.604,0.00028344482,333.75314,338.19412,0.9999637,1.0,0.16135088,0.16129032,2420.2632,3629.0322,333.15,333.15,191729.94
3196,-0.00014171985,333.1781,325.26016,-0.00014172493,337.95218,1.1239525,1.03836,297.90115,271.74774,337.0505,0.0002834448,333.12006,338.0775,0.9999637,1.0,0.26164597,0.6769231,3924.6897,15230.77,333.15,333.15,191789.19
3197,-0.00014171984,331.22134,325.01855,-0.00014172492,341.63055,1.1239522,1.0383598,297.90436,271.7293,336.20053,0.00028344477,331.05508,341.92245,0.9999637,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,191849.5
3198,-0.00014171982,329.27155,324.77505,-0.0001417249,345.16446,1.1239519,1.0383594,297.9051,271.711,336.10953,0.00028344474,329.1562,345.3804,0.9999637,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,191909.5
3199,-0.00014009878,327.88348,324.5233,-0.00014194364,347.82507,1.1191916,1.0343658,297.90353,271.6922,336.64474,0.00028204243,327.80283,347.98236,0.9869188,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,191970.95
3200,-8.486117e-05,327.05496,324.24915,-0.00016062203,349.48904,1.1506668,1.0797037,297.90033,271.6743,337.28113,0.00024548318,326.99335,349.54993,0.54498035,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,192029.61
3201,-1.1850241e-05,326.80545,323.8844,-0.00022993391,348.82434,2.2087212,2.1097205,297.8951,271.65588,338.55743,0.00024178416,326.7469,348.7275,0.054866303,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,192089.84
3202,-4.0335553e-06,326.77222,323.58878,-0.000271753,345.93536,3.4470751,3.2966511,297.88898,271.63766,342.14658,0.00027578656,326.71173,345.82504,0.014651833,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,192149.5
3203,-4.054565e-06,326.74744,323.35257,-0.00027456039,343.51785,3.5524435,3.3974307,297.88446,271.61932,344.89938,0.00027861493,326.68423,343.4493,0.014575253,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,192209.5
3204,-4.0697482e-06,326.72153,323.15134,-0.00027559005,342.044,3.5926101,3.4358444,297.88297,271.60098,344.6188,0.00027965978,326.6555,342.00098,0.014575173,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,192269.5
3205,-4.0970813e-06,326.69412,323.01318,-0.00027744102,341.0642,3.6654441,3.5054998,297.88437,271.58264,343.20847,0.0002815381,326.62463,341.03464,0.014575168,1.0,0.0,1.0,0.0,22500.0,333.15,333.15,192329.56
3206,-4.1095527e-06,326.66507,322.9609,-0.00027828553,340.38483,3.6990025,3.5375938,297.8879,271.56427,341.89313,0.00028239508,326.5917,340.3646,0.014575168,1.0,0.0,1.0,0.0,22500.0,331.40805,331.40805,192389.7
3207,-4.1159155e-06,326.6346,323.0019,-0.0002787164,339.93146,3.7162082,3.5540488,297.89276,271.546,340.9214,0.0002828323,326.55786,339.91837,0.014575168,1.0,0.0,1.0,0.0,22500.0,329.15,329.15,192449.5
3208,-4.119821e-06,326.60287,323.12622,-0.00027898088,339.6523,3.7267962,3.5641747,297.89835,271.52765,340.23914,0.0002831007,326.52402,339.645,0.014575168,1.0,0.0,1.0,0.0,22500.0,329.15,329.15,192509.47
3209,-4.1220196e-06,326.57034,323.31226,-0.00027912977,339.51727,3.7327664,3.5698843,297.90427,271.5092,339.7816,0.00028325178,326.49118,339.51468,0.014575168,1.0,0.0,1.0,0.0,22500.0,329.15,329.15,192569.95
3210,-4.021683e-06,326.53867,323.5209,-0.00027233534,339.5259,13.303388,-3.735696,297.91,271.49097,339.50525,0.00027635702,326.46103,339.5334,0.014575168,1.0,0.0,1.0,0.0,22500.0,327.15,327.15,192629.55
3211,-3.7575242e-06,326.5099,323.6535,-0.00025444754,340.0803,56.549686,-12.197659,297.9152,271.47266,339.40195,0.00025820505,326.4351,340.10486,0.014575168,1.0,0.0,1.0,0.0,22500.0,327.15,327.15,192689.5
3212,-4.277912e-06,326.48065,323.82452,-0.00028968617,340.0483,17.331553,-0.3675193,297.91953,271.45435,339.59213,0.00029396408,326.40958,340.03342,0.014575168,1.0,0.0,1.0,0.0,22500.0,327.15,327.15,192749.4
3213,-4.1422977e-06,326.45178,324.00925,-0.0002805029,339.85672,8.571799,-0.0016907881,297.92368,271.4359,339.74677,0.0002846452,326.38528,339.85864,0.014575168,1.0,0.0,1.0,0.0,22500.0,327.15,327.15,192809.7
3214,-4.121579e-06,326.42575,324.12286,-0.0002790999,339.97208,8.246573,-2.2554614e-05,297.92755,271.41766,339.71014,0.00028322148,326.36414,339.97656,0.014575168,1.0,0.0,1.0,0.0,22500.0,327.15,327.15,192869.5
3215,-4.1313137e-06,326.40137,324.19717,-0.00027975912,336.71484,8.300075,-3.7404175e-07,297.9311,271.39917,339.65707,0.00028389043,326.34448,336.48953,0.014575168,1.0,0.0,0.0,0.0,0.0,325.15,325.15,192930.03
3216,-5.5705837e-06,326.37836,324.2358,-0.00027938708,331.6505,8.310626,-5.717494e-09,297.93408,271.38074,338.0005,0.00028495767,326.32556,331.5141,0.019728582,1.0,0.0,0.0,0.0,0.0,325.15,325.15,192990.27
3217,-9.562589e-05,326.20834,324.3228,-0.00024639184,328.81845,8.000365,-8.021232e-11,297.93576,271.36255,333.91772,0.0003420177,326.16464,328.7375,0.40869755,1.0,0.0,0.0,0.0,0.0,325.15,325.15,193049.89
3218,-0.00014291407,325.92844,324.46152,-0.00015383208,327.48633,2.9650903,-7.262362e-13,297.9347,271.34418,329.93204,0.00029674615,325.9886,327.43106,0.93381166,1.0,0.19401798,0.0,2910.2698,0.0,325.15,325.15,193110.02
3219,-0.00014384274,327.46286,324.415,-0.00014422432,326.799,2.5003614,-8.382619e-15,297.9287,271.32608,327.99884,0.00028806707,327.5283,326.756,0.9972881,1.0,0.22203533,0.0,3330.53,0.0,325.15,325.15,193169.2
3220,-0.00014428231,327.20752,324.32184,-0.00014429378,326.24414,2.5070684,-1.05737055e-16,297.91675,271.30762,327.51257,0.0002885761,327.143,326.20996,0.99992,1.0,0.01978382,0.0,296.7573,0.0,325.15,325.15,193229.64
3221,-0.00014269222,326.2931,324.1367,-0.00014269253,325.80798,2.4243443,-1.2961616e-18,297.89923,271.2893,327.2603,0.00028538477,326.23642,325.77994,0.9999978,1.0,0.0,0.0,0.0,0.0,325.15,325.15,193289.5
3222,-0.00013893342,325.5978,323.84305,-0.00013893344,325.4335,3.6823032,-2.6034177e-20,297.876,271.27075,326.6998,0.00027786687,325.55536,325.40848,0.99999994,1.0,3.955678e-05,0.0,0.59335166,0.0,325.15,325.15,193350.23
3223,-0.00012461242,325.4458,323.40634,-0.00012461242,325.4549,28.30365,-0.020380838,297.84818,271.25262,326.9139,0.00024922483,325.47156,325.4938,1.0,1.0,0.09834488,0.09543288,1475.1731,2147.2397,325.15,325.15,193409.62
3224,-0.0001496354,325.45212,322.92252,-0.0001496354,325.3994,31.673483,-3.3544242,297.81583,271.2345,326.4744,0.0002992708,325.46606,325.3601,1.0,1.0,0.19726232,0.0,2958.9348,0.0,325.15,325.15,193468.94
3225,-0.00014707977,328.81622,322.38834,-0.00014707977,324.8248,12.545112,-4.541023,297.77884,271.21606,325.95718,0.00029415954,329.21506,324.7866,1.0,1.0,1.0,0.0,15000.0,0.0,325.15,325.15,193529.23
3226,-0.00014470513,333.60876,321.7922,-0.00014470513,324.27536,4.4419746,-1.5123867,297.73807,271.19766,326.43533,0.00028941027,333.86978,324.2375,1.0,1.0,1.0,0.0,15000.0,0.0,325.15,325.15,193589.5
3227,-0.00014541089,336.55307,321.17407,-0.00013304924,323.74506,1.9841238,0.2695055,297.6946,271.17938,327.71826,0.00027846012,336.70886,323.70715,1.0,0.91590077,1.0,0.0,15000.0,0.0,325.15,325.15,193649.28
3228,-0.00018331342,337.73975,320.54327,-5.067018e-05,323.38422,1.6778381,1.0267797,297.64914,271.16116,328.8349,0.00023398359,337.7352,323.3446,1.0,0.29503468,1.0,0.0,15000.0,0.0,325.15,325.15,193708.9
3229,-0.0002535045,335.99155,319.90683,-5.532668e-06,323.30127,2.9793692,2.5818133,297.60138,271.14267,330.7002,0.00025903716,335.88074,323.2582,1.0,0.022167677,1.0,0.0,15000.0,0.0,325.15,325.15,193769.44
3230,-0.00027520081,333.36057,319.33722,-4.0651403e-06,323.28244,3.6182935,3.38047,297.55396,271.12433,333.4239,0.00027926595,333.28177,323.23526,1.0,0.014579306,1.0,0.0,15000.0,0.0,325.15,325.15,193829.5
3231,-0.0002748728,331.75327,318.83725,-4.0591517e-06,323.26236,3.5743592,3.399259,297.50833,271.106,334.0242,0.00027893193,331.70947,323.2095,1.0,0.014575155,1.0,0.0,15000.0,0.0,325.15,325.15,193889.5
3232,-0.000276572,330.77664,318.4235,-4.0842447e-06,323.23978,3.6334732,3.4703543,297.46484,271.08765,332.9512,0.00028065627,330.74667,323.18024,1.0,0.0145751545,1.0,0.0,15000.0,0.0,325.15,325.15,193949.5
3233,-0.00027793722,330.06702,318.1204,-4.104405e-06,323.21442,3.685695,3.5237746,297.42343,271.06946,331.7095,0.0002820416,330.04446,323.14774,1.0,0.0145751545,1.0,0.0,15000.0,0.0,325.15,325.15,194009.05
3234,-0.00027852374,329.5306,317.93124,-4.113067e-06,323.18576,3.7086396,3.5465584,297.3828,271.05106,330.7224,0.0002826368,329.5142,323.1121,1.0,0.0145751545,1.0,0.0,15000.0,0.0,325.15,325.15,194069.27
3235,-0.00027886356,328.7663,317.85254,-4.1180847e-06,323.1543,3.7221286,3.5596533,297.34283,271.03262,329.9914,0.00028298164,328.67117,323.0746,1.0,0.0145751545,0.6393443,0.0,9590.164,0.0,322.26474,322.26474,194129.64
3236,-0.00027906406,323.96964,317.86246,-4.1210455e-06,323.1207,3.7301395,3.5673592,297.3034,271.0142,329.2597,0.0002831851,323.80112,323.0364,1.0,0.0145751545,0.0,0.0,0.0,0.0,317.15,317.15,194189.88
3237,-0.00027917398,320.8078,317.92938,-4.122669e-06,323.0858,3.7345479,3.5715778,297.26425,270.99594,327.08636,0.00028329663,320.73367,322.9984,1.0,0.0145751545,0.0,0.0,0.0,0.0,317.15,317.15,194249.64
3238,-0.00026248352,319.4274,318.00912,-3.8761927e-06,323.05072,28.941957,-10.859735,297.22412,270.97778,323.65955,0.0002663597,319.39355,322.96136,1.0,0.0145751545,0.0,0.0,0.0,0.0,317.15,317.15,194309.08
3239,-0.00026714435,318.80502,318.03183,-3.9450215e-06,323.01697,48.00619,-6.4171176,297.1808,270.9594,321.1849,0.00027108938,318.7876,322.92618,1.0,0.0145751545,0.0,0.0,0.0,0.0,317.15,317.15,194369.17
3240,-0.000288159,318.45328,318.09723,-4.2553556e-06,322.9788,11.707572,-0.06530158,297.13345,270.94098,319.88586,0.00029241436,318.44492,322.8867,1.0,0.0145751545,0.0,0.0,0.0,0.0,315.15,315.15,194429.56
3241,-0.00027906938,318.29285,318.0946,-4.121124e-06,322.94073,8.302898,-0.00038596475,297.08252,270.9227,319.04675,0.00028319051,318.28897,322.84793,1.0,0.0145751545,0.0,0.0,0.0,0.0,315.15,315.15,194489.36
3242,-0.00027946164,318.20282,317.9888,-4.1269172e-06,322.90274,8.275178,-6.3253156e-06,297.02713,270.90433,318.60806,0.00028358857,318.19968,322.80948,1.0,0.0145751545,0.0,0.0,0.0,0.0,315.15,315.15,194549.5
3243,-0.0002797066,318.10175,317.7784,-4.1305348e-06,322.8646,8.295325,-1.0470549e-07,296.96802,270.88605,318.4254,0.00028383714,318.0973,322.77054,1.0,0.0145751545,0.0,0.0,0.0,0.0,315.15,315.15,194609.34
3244,-0.0002794652,317.94754,317.46262,-4.1269695e-06,322.82626,8.273824,-1.643626e-09,296.90558,270.86786,318.30603,0.00028359215,317.94058,322.73065,1.0,0.0145751545,0.0,0.0,0.0,0.0,315.15,315.15,194668.81
3245,-0.00027939447,317.7103,317.04233,-4.1259254e-06,322.78625,8.267543,-2.2119038e-11,296.83838,270.8493,318.16324,0.0002835204,317.70023,322.68784,1.0,0.0145751545,0.0,0.0,0.0,0.0,313.15,313.15,194729.5
3246,-0.00027936595,317.3883,316.5503,-4.1255043e-06,322.7453,8.265013,-2.982595e-13,296.76883,270.831,317.9654,0.00028349148,317.3751,322.64273,1.0,0.0145751545,0.0,0.0,0.0,0.0,313.15,313.15,194789.5
3247,-0.00027934357,316.98486,316.0074,-4.1251733e-06,322.70236,8.263025,-3.8524736e-15,296.69656,270.81265,317.69473,0.00028346872,316.96893,322.5942,1.0,0.0145751545,0.0,0.0,0.0,0.0,313.15,313.15,194849.5
3248,-0.00027933132,316.51495,315.43893,-4.1249923e-06,322.65686,8.261938,-4.674919e-17,296.62186,270.7943,317.3486,0.0002834563,316.49698,322.54184,1.0,0.0145751545,0.0,0.0,0.0,0.0,313.15,313.15,194909.5
3249,-0.0002793246,315.99954,314.86847,-4.124893e-06,322.60846,8.261343,-5.71737e-19,296.54514,270.77603,316.93576,0.00028344948,315.98026,322.48553,1.0,0.0145751545,0.0,0.0,0.0,0.0,313.15,313.15,194969.38
3250,-0.00024988095,315.46686,314.3104,-3.6900838e-06,322.55753,42.70875,-5.4627014e-20,296.46594,270.75763,316.49872,0.00025357102,315.447,322.4261,1.0,0.0145751545,0.0,0.0,0.0,0.0,311.15,311.15,195029.62
3251,-0.00021658142,315.0269,313.7727,-3.1983325e-06,322.514,105.07316,-1.4074491,296.38538,270.73932,316.25064,0.00021977974,315.00626,322.37537,1.0,0.0145751545,0.0,0.0,0.0,0.0,311.15,311.15,195089.5
3252,-0.00025715487,314.52756,313.25406,-3.7975017e-06,322.4648,80.92272,-20.947405,296.3026,270.72095,315.78107,0.00026095237,314.50558,322.31796,1.0,0.0145751545,0.0,0.0,0.0,0.0,311.15,311.15,195149.67
3253,-0.00028765283,313.94043,312.78262,-4.2478805e-06,322.4042,38.05402,-19.791027,296.21933,270.70276,315.19586,0.0002919007,313.91934,322.24753,1.0,0.0145751545,0.0,0.0,0.0,0.0,311.15,311.15,195209.17
3254,-0.00028567208,313.37033,312.34528,-4.2186302e-06,322.3358,13.7226715,-4.901252,296.1335,270.68433,314.57944,0.0002898907,313.35165,322.16913,1.0,0.0145751545,0.0,0.0,0.0,0.0,311.15,311.15,195269.5
3255,-0.00028156277,312.87595,311.94162,-4.1579456e-06,322.26498,6.2759056,1.2909524,296.04688,270.666,314.00403,0.00028572071,312.8592,322.0894,1.0,0.0145751545,0.0,0.0,0.0,0.0,309.15,309.15,195329.5
3256,-0.000280715,312.43036,311.5646,-4.1454264e-06,322.19122,4.403638,3.0283926,295.95895,270.64764,313.55072,0.00028486043,312.41498,322.00748,1.0,0.0145751545,0.0,0.0,0.0,0.0,309.15,309.15,195389.5
3257,-0.00028016057,312.01996,311.20905,-4.1372386e-06,322.1144,3.9232426,3.4607902,295.86975,270.62933,313.0514,0.0002842978,312.00568,321.92328,1.0,0.0145751545,0.0,0.0,0.0,0.0,309.15,309.15,195449.5
3258,-0.00027977512,311.6361,310.86896,-4.1315466e-06,322.03485,3.7946873,3.5587316,295.77933,270.611,312.56802,0.00028390667,311.62265,321.8369,1.0,0.0145751545,0.0,0.0,0.0,0.0,309.15,309.15,195509.5
3259,-0.00027957457,311.27252,310.53903,-4.128585e-06,321.95273,3.7592654,3.5783572,295.68768,270.59265,312.14276,0.00028370315,311.2597,321.7485,1.0,0.0145751545,0.0,0.0,0.0,0.0,309.15,309.15,195569.5
3260,-0.00027946246,310.92462,310.2151,-4.126929e-06,321.86816,3.7481692,3.5806339,295.5949,270.5743,311.7571,0.00028358938,310.91226,321.65814,1.0,0.0145751545,0.0,0.0,0.0,0.0,307.15,307.15,195629.5
3261,-0.00027939767,310.58804,309.89404,-4.1259727e-06,321.7813,3.744005,3.5797052,295.501,270.556,311.39584,0.00028352367,310.57602,321.56583,1.0,0.0145751545,0.0,0.0,0.0,0.0,307.15,307.15,195689.5
3262,-0.00027936118,310.2589,309.57422,-4.1254334e-06,321.69232,3.7421734,3.5786674,295.4061,270.53766,311.05087,0.00028348662,310.24707,321.47168,1.0,0.0145751545,0.0,0.0,0.0,0.0,307.15,307.15,195749.5
3263,-0.00027934057,309.9342,309.2549,-4.125129e-06,321.6013,3.7412608,3.5779603,295.3102,270.51932,310.71707,0.0002834657,309.92252,321.37567,1.0,0.0145751545,0.0,0.0,0.0,0.0,307.15,307.15,195809.5
3264,-0.00027932887,309.61215,308.9365,-4.1249564e-06,321.50827,3.740772,3.5775297,295.21344,270.50098,310.3906,0.00028345382,309.60052,321.27783,1.0,0.0145751545,0.0,0.0,0.0,0.0,307.15,307.15,195869.5
3265,-0.00027932224,309.2919,308.61984,-4.124858e-06,321.4133,3.7405007,3.5772786,295.1158,270.48267,310.0687,0.0002834471,309.28033,321.17822,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,195929.5
3266,-0.00027931842,308.97345,308.3061,-4.124802e-06,321.31647,3.7403474,3.5771341,295.01743,270.46432,309.74966,0.00028344322,308.96198,321.0768,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,195989.5
3267,-0.00027931627,308.65738,307.99646,-4.1247704e-06,321.2178,3.7402601,3.577051,294.91833,270.44598,309.4327,0.00028344104,308.64597,320.9737,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,196049.5
3268,-0.00027931502,308.34448,307.692,-4.1247517e-06,321.1173,3.7402098,3.577003,294.81857,270.42764,309.1178,0.00028343976,308.33322,320.86887,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,196109.5
3269,-0.0002793143,308.03577,307.3935,-4.124741e-06,321.0151,3.7401805,3.576975,294.71823,270.40933,308.80542,0.00028343903,308.02466,320.76242,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,196169.5
3270,-0.00027931386,307.73203,307.1014,-4.1247345e-06,320.9112,3.7401633,3.5769587,294.6173,270.391,308.49634,0.0002834386,307.72113,320.6544,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,196229.5
3271,-0.0002793136,307.43396,306.81595,-4.124731e-06,320.8056,3.740153,3.576949,294.5159,270.37265,308.19138,0.00028343833,307.42328,320.54483,1.0,0.0145751545,0.0,0.0,0.0,0.0,305.37,305.37,196289.5
