minute,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation
3659,5.995830423522804e-16,4.678857019903776e-16,1.9751730230060606e-21,0.0,0.0,0.0,4.678876771634006e-16
3660,5.996757326987903e-16,4.679580624111579e-16,1.7493457965006927e-21,0.0,0.0,0.0,4.679598117569544e-16
3661,5.997520990369068e-16,4.680176843523594e-16,1.5518151594109456e-21,0.0,0.0,0.0,4.680192361675188e-16
3662,5.998143554275383e-16,4.680663248456479e-16,1.3782084410995597e-21,0.0,0.0,0.0,4.68067703054089e-16
3663,5.998640404553842e-16,4.6810509667774555e-16,1.2259784048379451e-21,0.0,0.0,0.0,4.681063226561504e-16
3664,5.99902542599319e-16,4.681351712030961e-16,1.0926488678834452e-21,0.0,0.0,0.0,4.681362638519641e-16
3665,5.999313629175861e-16,4.681577197761439e-16,9.752836042204875e-22,0.0,0.0,0.0,4.681586950597481e-16
3666,5.999517773096919e-16,4.681736501965828e-16,8.714257589029804e-22,0.0,0.0,0.0,4.681745216223417e-16
3667,5.999645738312142e-16,4.681836652770793e-16,7.798490597157686e-22,0.0,0.0,0.0,4.68184445126139e-16
3668,5.999707281700108e-16,4.681884678302998e-16,6.990834817287435e-22,0.0,0.0,0.0,4.681891669137816e-16
3669,5.999709908552033e-16,4.681887021011887e-16,6.275287111961039e-22,0.0,0.0,0.0,4.681893296298998e-16
3670,5.999660373630012e-16,4.681848366315233e-16,5.6377312372412475e-22,0.0,0.0,0.0,4.68185400404647e-16
3671,5.999564681167015e-16,4.681773692469426e-16,5.07247487894188e-22,0.0,0.0,0.0,4.681778764944305e-16
3672,5.999427709602335e-16,4.681667099215019e-16,4.570548340394478e-22,0.0,0.0,0.0,4.68167166976336e-16
3673,5.999254337375259e-16,4.681531807776732e-16,4.1230869068471747e-22,0.0,0.0,0.0,4.681535930863639e-16
3674,5.999047191337715e-16,4.681370160863456e-16,3.7217285253076913e-22,0.0,0.0,0.0,4.681373882591981e-16
3675,5.998811525193553e-16,4.681186258215741e-16,3.3641441267654984e-22,0.0,0.0,0.0,4.681189622359868e-16
3676,5.998549965794697e-16,4.68098244254248e-16,3.044558662941206e-22,0.0,0.0,0.0,4.680985487101142e-16
3677,5.998265139993073e-16,4.680760178036723e-16,2.7580186907205547e-22,0.0,0.0,0.0,4.680762936055414e-16
3678,5.997957047788682e-16,4.680519757537085e-16,2.498796612259966e-22,0.0,0.0,0.0,4.680522256333697e-16
3679,5.997631693414495e-16,4.680265866461341e-16,2.267321914837426e-22,0.0,0.0,0.0,4.680268133783255e-16
3680,5.997290202664195e-16,4.679999383325322e-16,2.0594021004228622e-22,0.0,0.0,0.0,4.680001442727422e-16
3681,5.996933326066904e-16,4.679720893806253e-16,1.8720422296043029e-22,0.0,0.0,0.0,4.679722765848483e-16
3682,5.996562939945425e-16,4.679431862097187e-16,1.7030180414766929e-22,0.0,0.0,0.0,4.679433565115228e-16
3683,5.99617979482888e-16,4.679133166713957e-16,1.5503701632821446e-22,0.0,0.0,0.0,4.67913471708412e-16
3684,5.995785767040072e-16,4.678825686172398e-16,1.4123694350914606e-22,0.0,0.0,0.0,4.678827098541833e-16
3685,5.995378980256199e-16,4.678508249118064e-16,1.2866693198765327e-22,0.0,0.0,0.0,4.678509535787384e-16
3686,5.994964312916549e-16,4.678184662452899e-16,1.1732971059832308e-22,0.0,0.0,0.0,4.678185835750005e-16
3687,5.994542890814806e-16,4.677855804692736e-16,1.0708493555215907e-22,0.0,0.0,0.0,4.677856875542092e-16
3688,5.994113588157286e-16,4.677520797321741e-16,9.778936041445775e-23,0.0,0.0,0.0,4.677521775215345e-16
3689,5.993677530737673e-16,4.67718081169436e-16,8.934836241138834e-23,0.0,0.0,0.0,4.677181705177984e-16
3690,5.993235469085086e-16,4.676835847810591e-16,8.167764314965931e-23,0.0,0.0,0.0,4.676836664587023e-16
3691,5.992787778464089e-16,4.676486491347658e-16,7.470202062923303e-23,0.0,0.0,0.0,4.676487238367864e-16
3692,5.992328454641708e-16,4.676128056887782e-16,6.822988547121345e-23,0.0,0.0,0.0,4.676128739186637e-16
3693,5.991862751321794e-16,4.67576464417152e-16,6.233917458189319e-23,0.0,0.0,0.0,4.675765267563267e-16
3694,5.991394421149955e-16,4.675399181584981e-16,5.702730686613745e-23,0.0,0.0,0.0,4.6753997518580495e-16
3695,5.990924214655311e-16,4.675032254805387e-16,5.221099203515179e-23,0.0,0.0,0.0,4.675032776915307e-16
3696,5.990432993345265e-16,4.674648636224964e-16,4.766920752322623e-23,0.0,0.0,0.0,4.674649112917039e-16
3697,5.989909874547552e-16,4.674240419201218e-16,4.3258550465649046e-23,0.0,0.0,0.0,4.674240851786723e-16
3698,5.989399139480346e-16,4.673842158690246e-16,3.898813725567414e-23,0.0,0.0,0.0,4.673842548571619e-16
3699,5.988897786027158e-16,4.673450633467326e-16,3.499513962935446e-23,0.0,0.0,0.0,4.673450983418722e-16
3700,5.988402812071505e-16,4.673064379339406e-16,3.187690947191562e-23,0.0,0.0,0.0,4.6730646981085e-16
3701,5.987906712322168e-16,4.672677539534262e-16,2.9242843225596494e-23,0.0,0.0,0.0,4.672677831962694e-16
3702,5.98740986204371e-16,4.672289821213287e-16,2.685339223191398e-23,0.0,0.0,0.0,4.672290089747209e-16
3703,5.986914888088055e-16,4.671903567085366e-16,2.4679308424618314e-23,0.0,0.0,0.0,4.67190381387845e-16
3704,5.986418788338719e-16,4.671516141603001e-16,2.2687335218500386e-23,0.0,0.0,0.0,4.671516368476353e-16
3705,5.985920812266579e-16,4.671127837604803e-16,2.0860845407275145e-23,0.0,0.0,0.0,4.671128046213258e-16
3706,5.985422836194439e-16,4.670739240767993e-16,1.9188745496196545e-23,0.0,0.0,0.0,4.670739432655448e-16
3707,5.984924484857737e-16,4.670350058253963e-16,1.7657168616832026e-23,0.0,0.0,0.0,4.670350234825649e-16
3708,5.984427259314718e-16,4.669962339932987e-16,1.6259303545909193e-23,0.0,0.0,0.0,4.669962502526022e-16
3709,5.983929658507138e-16,4.669574035934788e-16,1.4977146710335e-23,0.0,0.0,0.0,4.669574185706255e-16
3710,5.983430556641316e-16,4.669184560582147e-16,1.3799617651197416e-23,0.0,0.0,0.0,4.669184698578324e-16
3711,5.982931454775493e-16,4.668795085229504e-16,1.2720298392883468e-23,0.0,0.0,0.0,4.668795212432488e-16
3712,5.982431602380549e-16,4.668405024199641e-16,1.1730411473823629e-23,0.0,0.0,0.0,4.668405141503755e-16
3713,5.981930999456484e-16,4.668014084653943e-16,1.0820491792204117e-23,0.0,0.0,0.0,4.668014192858861e-16
3714,5.981427769680492e-16,4.667621680915192e-16,9.983300114869077e-24,0.0,0.0,0.0,4.667621780748193e-16
3715,5.980927166756426e-16,4.667231034208106e-16,9.219123230166818e-24,0.0,0.0,0.0,4.667231126399338e-16
3716,5.980426939096921e-16,4.666840680339631e-16,8.519086450932453e-24,0.0,0.0,0.0,4.666840765530495e-16
3717,5.979923334056369e-16,4.666447690923656e-16,7.872417289832536e-24,0.0,0.0,0.0,4.666447769647829e-16
3718,5.979421980603182e-16,4.666056458539348e-16,7.282333968389311e-24,0.0,0.0,0.0,4.666056531362688e-16
3719,5.978920251885434e-16,4.6656649333164285e-16,6.740377316647094e-24,0.0,0.0,0.0,4.665665000720202e-16
3720,5.9784155210512e-16,4.665271065384622e-16,6.240210289795752e-24,0.0,0.0,0.0,4.665271127786725e-16
3721,5.977913417068891e-16,4.664879247323091e-16,5.783821395682195e-24,0.0,0.0,0.0,4.664879305161305e-16
3722,5.9774101872929e-16,4.664486550745729e-16,5.364112079525966e-24,0.0,0.0,0.0,4.664486604386849e-16
3723,5.976904705929544e-16,4.664092097136699e-16,4.977515411244941e-24,0.0,0.0,0.0,4.664092146911853e-16
3724,5.976401851418114e-16,4.663699693397947e-16,4.624398566830519e-24,0.0,0.0,0.0,4.663699739641933e-16
3725,5.975897495848441e-16,4.663306118304751e-16,4.29935493412533e-24,0.0,0.0,0.0,4.663306161298301e-16
3726,5.975392014485085e-16,4.662911664695722e-16,4.000541572095622e-24,0.0,0.0,0.0,4.662911704701137e-16
3727,5.974888784709094e-16,4.662518968118359e-16,3.7273259712118344e-24,0.0,0.0,0.0,4.662519005391619e-16
3728,5.97438480440398e-16,4.662125685863774e-16,3.476454332988057e-24,0.0,0.0,0.0,4.662125720628317e-16
3729,5.973702948697063e-16,4.66159359810757e-16,3.046762501039639e-23,0.0,0.0,0.0,4.66159390278382e-16
3730,5.96739099878493e-16,4.656666588477343e-16,6.414589772347496e-22,0.0,0.0,0.0,4.656673003067115e-16
3731,5.618289883192805e-16,4.384244978266453e-16,5.824636591980513e-22,0.0,0.0,0.0,4.384250802903045e-16
3732,80.21449349489006,70.26639812232061,0.026088663591158218,10615.385,0.0,0.0020296902,70.29248678591176
3733,3097.4483405088904,7034.561749373136,0.7641201483728265,15000.0,0.0,1.1283213,7035.325869521509
3734,11462.624558286372,20157.39381649837,1.8109096109895744,15000.0,0.0,2.8531387,20159.20472610936
3735,18208.958003750908,24437.004684276788,2.1354740089365674,15000.0,0.0,2.6171544,24439.140158285725
3736,24755.079175912797,26325.140189519923,2.4678374152565574,15000.0,0.0,3.9856603,26327.60802693518
3737,28859.868877805184,23451.116926018756,2.741318443359687,15000.0,0.0,5.439693,23453.858244462117
3738,28135.723305931748,19509.67376451089,2.9401714496092364,15000.0,0.0,6.716836,19512.6139359605
3739,23730.41790646262,16438.05491581247,3.031726545002435,15000.0,0.0,7.4905376,16441.086642357473
3740,19247.12590799196,14391.922610665553,3.0452485833583904,15000.0,0.0,7.913429,14394.96785924891
3741,15866.76596408978,12953.936188978332,3.00459886897191,15000.0,0.0,8.162239,12956.940787847305
3742,13420.828428941433,11899.06210378986,2.923072363344135,15000.0,0.0,8.305857,11901.985176153205
3743,11625.472097994916,11148.668183859734,2.815449437994829,15000.0,0.0,8.387454,11151.483633297728
3744,10343.504020453587,10674.52662433972,2.695524758283309,15000.0,0.0,8.434348,10677.222149098003
3745,9796.276445383612,10418.422131808215,775.8913143802837,15000.0,0.0,8.620726,11194.313446188498
3746,11748.433450612694,8630.987486943732,9401.245419462655,15000.0,0.0,7.1427383,18032.23290640639
3747,11752.81712402949,6866.675655293264,7744.676124640648,15000.0,714.2857,2.5209117,14611.351779933912
3748,13297.025512394712,8430.237452057554,7930.827104880578,15000.0,22500.0,2.5597622,16361.064556938132
3749,14420.68721260057,9402.460678677116,10124.496675002703,15000.0,22500.0,2.473704,19526.95735367982
3750,16946.896742959794,10162.012679620248,11896.864685848384,15000.0,22500.0,2.4201052,22058.87736546863
3751,19680.858594499994,10746.884544343693,13314.157849915631,15000.0,22500.0,2.4017107,24061.042394259326
3752,21949.779077047184,11171.742323546141,14421.745772591432,14508.196,22500.0,2.3880768,25593.488096137575
3753,23615.233470719588,9422.737354120336,15256.724985933712,0.0,22500.0,2.3819485,24679.462340054048
3754,23754.625367255856,6151.95756780178,15873.531534159025,0.0,22500.0,2.378428,22025.489101960804
3755,20238.243611811413,3645.1134279289477,15082.735121817237,0.0,22500.0,7.2713017,18727.848549746184
3756,17084.80676157649,2041.0919025795947,16704.987012746387,0.0,22500.0,33.734253,18746.078915325983
3757,16973.71790527171,447.93033531824733,24403.74516118915,0.0,22500.0,31.584583,24851.675496507396
3758,21956.922873141593,49.95537982177556,26884.601058769418,0.0,22500.0,13.604308,26934.556438591193
3759,24560.39383886548,34.22525038734025,23293.37224881023,0.0,22500.0,8.168652,23327.597499197567
3760,23245.794884522475,22.083808075890055,20537.043890507077,0.0,22500.0,7.2746167,20559.127698582968
3761,21301.216411455214,10.517616185462542,19158.163747263756,0.0,22500.0,7.2685246,19168.681363449217
3762,19389.49176862135,-0.8487440328303064,18328.604607429355,0.0,22500.0,7.2974405,18327.755863396524
3763,17944.74266262025,-11.982891430500908,17811.140431020256,0.0,22500.0,7.303337,17799.157539589756
3764,17035.9652584402,-22.701134226421615,17510.428661129397,0.0,22500.0,7.308543,17487.727526902974
3765,16528.547621672373,-32.602441491835776,17364.6671604045,0.0,22500.0,7.3118877,17332.064718912665
3766,16293.198637984218,-41.477194494438095,17332.56345554146,0.0,22500.0,7.313612,17291.086261047025
3767,16250.643650342767,-49.19676011322372,17385.440470336987,0.0,22500.0,7.3146143,17336.243710223764
3768,15723.45175222658,-53.156505444559855,16867.483449689935,0.0,22500.0,12.828516,16814.326944245375
3769,17494.174685098686,-623.0290881707567,16677.358156667666,0.0,22500.0,43.47735,16054.329068496909
3770,18328.196343886917,-1764.5292413335235,13371.760611321193,0.0,22500.0,8.128487,11607.23136998767
3771,11380.445350792455,-815.0877156149149,11328.38750248677,6492.537,22500.0,2.3308964,10513.299786871856
3772,10882.325815152071,2877.701992839654,13346.768597511538,15000.0,22500.0,2.5935445,16224.470590351193
3773,13538.01737491267,5935.384149418254,14223.890326773691,15000.0,22500.0,2.4439735,20159.274476191946
3774,17634.43596082066,8074.504591593978,15139.23110752824,15000.0,22500.0,2.418066,23213.73569912222
3775,21040.150839262496,9508.223921264935,15871.431312941553,15000.0,22500.0,2.3976674,25379.65523420649
3776,23603.426242777557,10499.471420535045,16477.83004271819,15000.0,22500.0,2.3867943,26977.301463253236
3777,25501.63400434542,11180.549130694217,16964.55920298767,15000.0,22500.0,2.381316,28145.10833368189
3778,26778.46289509862,10831.367152766536,15451.841263128863,8575.228,737.7049,2.3782988,26283.2084158954
3779,26167.065733098127,9544.179718247393,11714.952225418518,8753.002,0.0,2.3766847,21259.13194366591
3780,22688.224241897005,8441.461455850074,8811.890142879176,6710.4326,405.1099,2.3758166,17253.35159872925
3781,18166.60319026724,7671.123800558633,7402.553924460164,10478.324,10955.658,3.892267,15073.677725018797
3782,14653.16929778826,6963.31358398643,6603.971158013699,7862.3975,6937.4663,28.519283,13567.284742000129
3783,16280.077598861275,7806.897289928472,7586.93386065854,8477.511,9071.958,27.942131,15393.831150587012
3784,14850.48004900591,7143.639559506454,7173.366118122981,8807.272,9740.117,7.8306656,14317.005677629435
3785,13712.974114422494,5935.075544874735,6166.77203452527,4057.6003,3629.0322,2.8905778,12101.847579400004
3786,12359.423551123606,5279.728819442209,5574.96404208111,6187.199,6679.6875,2.2823162,10854.69286152332
3787,11220.098949053181,5088.473087147882,5450.905927527927,5765.434,6328.125,2.2014987,10539.37901467581
3788,10588.412953468307,4970.158292660898,5428.999519764943,5688.04,6576.923,2.182392,10399.157812425841
3789,10335.588190744005,4905.959384790836,5492.786993110954,6500.3564,8307.692,2.1725974,10398.74637790179
3790,10344.77797318729,4210.06432987463,5035.158654581551,1843.4937,2581.9673,2.1675665,9245.22298445618
3791,10063.598728295987,3789.2075815204153,4796.365999095542,4779.043,6923.077,2.16489,8585.573580615957
3792,9397.70996413003,3870.0100039648964,5036.682728900033,4254.547,6328.125,2.1634464,8906.692732864929
3793,9201.19523540457,3799.1926391214292,5366.5627191440635,2084.332,12115.385,2.1626744,9165.755358265493
3794,9405.562448653982,2826.2653586807573,7880.0168539744145,0.0,22500.0,2.1622498,10706.282212655173
3795,10156.671878490897,2052.8148137707094,10573.889790135026,0.0,22500.0,2.1620154,12626.704603905735
3796,11505.877773998918,1513.4427735873146,12680.310776456772,0.0,22500.0,2.1448407,14193.753550044086
3797,11177.618673721667,671.5477952965898,16576.969820125953,0.0,22500.0,2.342475,17248.51761542254
3798,13815.811429681624,84.9536918841487,23401.44186302986,0.0,22500.0,4.7684655,23486.39555491401
3799,20456.121465515764,43.60558247885338,24155.865706291024,0.0,22500.0,6.8595896,24199.471288769877
3800,23783.068362947368,46.09551697231651,22243.932354689023,0.0,22500.0,6.943282,22290.02787166134
3801,23796.067019599755,47.76583612497443,21158.570590504765,0.0,22500.0,7.0505457,21206.33642662974
3802,22651.2693227642,48.0237614089718,20444.005904323603,0.0,22500.0,7.181529,20492.029665732574
3803,21392.24687703347,46.266364050226436,19823.603822262827,0.0,22500.0,7.239832,19869.87018631305
3804,20308.11330682347,42.51100681500475,19287.061790494776,0.0,22500.0,7.2712965,19329.572797309782
3805,19353.7220249695,37.086863841961915,15000.184369657887,0.0,0.0,7.290183,15037.271233499849
3806,17155.8212667275,30.289465810851013,8446.85617083094,0.0,0.0,7.300844,8477.145636641791
3807,11948.198555242583,22.392008561256116,4555.987398018679,0.0,0.0,12.606011,4578.379406579936
3808,7075.200932160897,16.369496958784644,2468.420911981184,0.0,0.0,44.272903,2484.7904089399685
3809,4686.562568281083,11.465809787764014,1279.5435108978736,0.0,0.0,13.89243,1291.0093206856377
3810,2193.8972322544714,5.443370613755771,396.88450919967977,0.0,0.0,8.405912,402.3278798134355
3811,885.769667442915,14.735307140467668,22.352706693595792,0.0,0.0,8.574282,37.08801383406346
3812,161.8333895958557,-44.22337549758737,-118.33916997927574,0.0,0.0,5.3957047,-162.5625454768631
3813,112.08681948033927,23.193692862299997,-9.020953288363387,0.0,0.0,2.378575,14.17273957393661
3814,451.29070992189213,194.92603083248738,172.1249633639843,0.0,0.0,2.571184,367.0509941964717
3815,930.7515517077647,385.1671273618074,384.27346473390855,0.0,0.0,2.443637,769.4405920957159
3816,1482.8962716599392,580.4724804255202,612.6166307864445,0.0,0.0,2.414348,1193.0891112119648
3817,2016.9776070416035,751.7901796470383,825.4500983971625,0.0,0.0,2.395002,1577.2402780442007
3818,2486.9878392077994,887.5812041470255,1007.6130857012089,0.0,0.0,2.3840241,1895.1942898482343
3819,2693.2375728527804,923.4357754994704,1080.1044010921855,0.0,0.0,5.8449583,2003.5401765916558
3820,3088.0166952094614,978.8204584348036,1167.6440261828348,0.0,0.0,31.02941,2146.4644846176384
3821,3702.655281387557,1152.663849008917,1391.8887053068652,1849.2964,0.0,23.73838,2544.552554315782
3822,3232.8693673640882,1619.8062625951693,934.7758408664753,1324.5605,0.0,6.706738,2554.5821034616447
3823,3184.353341581669,3528.567175120401,171.11458813590107,9435.483,0.0,4.850107,3699.681763256302
3824,4325.116359036229,8920.061649959622,49.92981785281736,15000.0,0.0,6.924894,8969.991467812439
3825,6680.994825315523,11318.582669213483,55.734272468721535,15000.0,0.0,7.0695634,11374.316941682206
3826,9548.42311814339,12329.44804230609,60.94841575009502,15000.0,0.0,7.0500927,12390.396458056186
3827,11671.006949582896,12823.149327365612,65.78862480145497,15000.0,0.0,7.1528544,12888.937952167067
3828,12795.260808263009,13005.452808516082,69.63273907815982,15000.0,0.0,7.181387,13075.08554759424
3829,13240.635728010375,13026.844328227939,72.30229400789767,15000.0,0.0,7.1640205,13099.146622235836
3830,13275.309972877203,10218.496480581507,73.584093363388,1935.4839,0.0,7.0911274,10292.080573944895
3831,12076.126426344836,4873.731685302829,72.93107304673363,0.0,0.0,6.8418007,4946.662758349562
3832,8114.358988255788,2257.5110404467578,65.43261434267534,0.0,0.0,5.358446,2322.943654789433
3833,2439.6188371629714,649.0646058037619,27.427921102896047,0.0,0.0,1.2011511,676.4925269066579
3834,858.083733142645,263.3556143204485,11.182046220137298,0.0,0.0,0.22351341,274.5376605405858
3835,549.9985320549072,198.58680326514389,7.759600962688184,0.0,0.0,0.05469125,206.34640422783207
3836,527.8730594013292,221.2801073259829,7.858464617911502,0.0,0.0,0.043467484,229.1385719438944
3837,502.79150535215143,238.08890837212493,4.812759122356687,0.0,0.0,0.037590694,242.90166749448161
3838,145.0750424134839,73.92055807346476,0.47621959308971096,0.0,0.0,0.0055896253,74.39677766655447
3839,3.9179616827015975,1.9995953566224327,0.0269513048433063,0.0,0.0,3.949266e-05,2.026546661465739
3840,0.031088871889727025,0.015421099743649483,0.0011512991845585394,0.0,0.0,5.93479e-08,0.016572398928208023
3841,0.00013471631722862908,3.968043360698813e-05,6.209074261152464e-05,0.0,0.0,6.126158e-11,0.00010177117621851278
3842,7.592239708367737e-06,1.9583477168058915e-06,4.0839536032139975e-06,0.0,0.0,7.128137e-14,6.042301320019889e-06
3843,4.7046236560254996e-07,1.2083610057941083e-07,2.541511711345883e-07,0.0,0.0,7.036347e-17,3.749872717139991e-07
3844,2.9243814046099848e-08,7.510362880159409e-09,1.579960473703937e-08,0.0,0.0,6.802436e-20,2.330996761719878e-08
3845,1.5950412116800486e-09,4.0963524495478265e-10,8.617586623604401e-10,0.0,0.0,4.8416187e-23,1.2713939073152227e-09
3846,8.856821639366978e-11,2.2745929835133364e-11,4.785102211254536e-11,0.0,0.0,3.5481848e-26,7.059695194767872e-11
3847,4.816716236802541e-12,1.236930950646571e-12,2.6025302198934202e-12,0.0,0.0,2.4664611e-29,3.839461170539991e-12
3848,2.5081057101222936e-13,6.435238465418854e-14,1.3563311417816514e-13,0.0,0.0,1.5670953e-32,1.9998549883235368e-13
3849,1.2956593018150592e-14,3.3549856850279613e-15,6.942252705543881e-15,0.0,0.0,1.0451731e-35,1.0297238390571842e-14
3850,1.6414136881064527e-15,8.4309598244028e-16,-1.3820231761218027e-20,0.0,0.0,1.24244e-38,8.430821622085188e-16
3851,1.6418963881401152e-15,8.433293901781307e-16,1.6645405144179014e-20,0.0,0.0,1.88512e-40,8.433460355832748e-16
3852,1.649944075080956e-15,8.474519343768151e-16,3.998434300555463e-20,0.0,0.0,2.557e-42,8.474919187198207e-16
3853,1.663706116023115e-15,8.545122642691134e-16,5.751797765860568e-20,0.0,0.0,3.4e-44,8.54569782246772e-16
3854,1.6816562230745636e-15,8.637259875163431e-16,7.031903354630518e-20,0.0,0.0,0.0,8.637963065498894e-16
3855,1.702575910913069e-15,8.744667376782545e-16,7.932788886818042e-20,0.0,0.0,-1e-45,8.745460655671228e-16
3856,1.7255536484557306e-15,8.862661742130308e-16,8.529603026781707e-20,0.0,0.0,-7e-45,8.863514702432986e-16
3857,1.7499186890828373e-15,8.987792690676139e-16,8.886169524297903e-20,0.0,0.0,-1e-45,8.988681307628568e-16
3858,1.7748785507531831e-15,9.115987569669985e-16,9.04870559355773e-20,0.0,0.0,0.0,9.11689244022934e-16
3859,1.8003260610515608e-15,9.246694450422467e-16,9.059714398955604e-20,0.0,0.0,0.0,9.247600421862362e-16
3860,1.82550521614669e-15,9.376028771671097e-16,8.952617726284383e-20,0.0,0.0,0.0,9.376924033443727e-16
3861,1.8501079306919533e-15,9.50240664332175e-16,8.756236527368347e-20,0.0,0.0,0.0,9.503282266974485e-16
3862,1.873966518032423e-15,9.624965313686289e-16,8.494115807822972e-20,0.0,0.0,0.0,9.625814725267072e-16
3863,1.897060759625389e-15,9.743600206802516e-16,8.183234081004552e-20,0.0,0.0,0.0,9.744418530210617e-16
3864,1.919251246498035e-15,9.857595267818157e-16,7.838288092794497e-20,0.0,0.0,0.0,9.858379096627437e-16
3865,1.940392348587482e-15,9.966201035670791e-16,7.472411760186622e-20,0.0,0.0,0.0,9.96694827684681e-16
3866,1.960561405354308e-15,1.0069814753772382e-15,7.092862539763316e-20,0.0,0.0,0.0,1.0070524040026359e-15
3867,1.979611938405169e-15,1.0167683329950708e-15,6.709416504351214e-20,0.0,0.0,0.0,1.0168354271601144e-15
3868,1.997594847567868e-15,1.0260068204111268e-15,6.327019970080506e-20,0.0,0.0,0.0,1.0260700906108275e-15
3869,2.0145586290672284e-15,1.0347217744164276e-15,5.949301665242387e-20,0.0,0.0,0.0,1.03478126743308e-15
3870,2.0304256606658508e-15,1.0428733980475818e-15,5.581988387935366e-20,0.0,0.0,0.0,1.042929217931461e-15
3871,2.045322343602779e-15,1.0505266155477871e-15,5.2254563920115573e-20,0.0,0.0,0.0,1.0505788701117073e-15
3872,2.05925815090152e-15,1.0576861473597819e-15,4.8821226538889925e-20,0.0,0.0,0.0,1.0577349685863209e-15
3873,2.072223185373335e-15,1.0643470551742398e-15,4.554549616159011e-20,0.0,0.0,0.0,1.0643926006704015e-15
3874,2.084252794120864e-15,1.0705273492957617e-15,4.243779786396983e-20,0.0,0.0,0.0,1.0705697870936258e-15
3875,2.095500383569569e-15,1.0763059700513683e-15,3.947412972743335e-20,0.0,0.0,0.0,1.0763454441810958e-15
3876,2.1058989356128427e-15,1.0816483492757772e-15,3.668532871577092e-20,0.0,0.0,0.0,1.0816850346044929e-15
3877,2.115534414404307e-15,1.0865987138863349e-15,3.405972256728781e-20,0.0,0.0,0.0,1.0866327736089021e-15
3878,2.124517668457844e-15,1.0912140723068783e-15,3.157616273832626e-20,0.0,0.0,0.0,1.0912456484696167e-15
3879,2.132776024130424e-15,1.0954569514842866e-15,2.9262574538021665e-20,0.0,0.0,0.0,1.0954862140588245e-15
3880,2.1404225921504973e-15,1.0993855217975325e-15,2.7094186755515626e-20,0.0,0.0,0.0,1.099412615984288e-15
3881,2.147512089832952e-15,1.1030278880364567e-15,2.5060963623563128e-20,0.0,0.0,0.0,1.1030529490000803e-15
3882,2.154020056982761e-15,1.1063714865611565e-15,2.3174684638537928e-20,0.0,0.0,0.0,1.1063946612457951e-15
3883,2.1600456068757283e-15,1.1094672255310073e-15,2.1410814039637767e-20,0.0,0.0,0.0,1.109488636345047e-15
3884,2.1656062716747643e-15,1.1123242553427014e-15,1.9767568467526423e-20,0.0,0.0,0.0,1.112344022911169e-15
3885,2.170695264736162e-15,1.1149388722642445e-15,1.8250045066241346e-20,0.0,0.0,0.0,1.1149571223093108e-15
3886,2.1753780488940117e-15,1.117344772994567e-15,1.6841482589210722e-20,0.0,0.0,0.0,1.1173616144771562e-15
3887,2.1796838915493004e-15,1.119556990328235e-15,1.553528610367355e-20,0.0,0.0,0.0,1.1195725256143386e-15
3888,2.1836402220536768e-15,1.1215896855934624e-15,1.432504484077413e-20,0.0,0.0,0.0,1.1216040106383032e-15
3889,2.187319007108118e-15,1.123479823487999e-15,1.3190324766183513e-20,0.0,0.0,0.0,1.1234930138127652e-15
3890,2.190659449696082e-15,1.1251961038453811e-15,1.2151332623334852e-20,0.0,0.0,0.0,1.1252082551780044e-15
3891,2.193711318538086e-15,1.1267640896785905e-15,1.1194120910386827e-20,0.0,0.0,0.0,1.1267752837995008e-15
3892,2.1965125057281622e-15,1.1282032437361473e-15,1.0308048916633316e-20,0.0,0.0,0.0,1.1282135517850638e-15
3893,2.1990839367510735e-15,1.1295243867252513e-15,9.487475748278472e-21,0.0,0.0,0.0,1.1295338742009996e-15
3894,2.2014243391111243e-15,1.1307269376683347e-15,8.733777972234764e-21,0.0,0.0,0.0,1.130735671446307e-15
3895,2.2035636871513546e-15,1.1318260746043555e-15,8.038330190405437e-21,0.0,0.0,0.0,1.131834112934546e-15
3896,2.2055268652320233e-15,1.1328347242841963e-15,7.393770508955472e-21,0.0,0.0,0.0,1.1328421180547054e-15
3897,2.20731132836174e-15,1.1337516521305258e-15,6.801687050169577e-21,0.0,0.0,0.0,1.133758453817576e-15
3898,2.208935174257057e-15,1.1345859359178404e-15,6.2568748525340964e-21,0.0,0.0,0.0,1.1345921927926928e-15
3899,2.210421590617307e-15,1.1353496309306711e-15,5.752426021208427e-21,0.0,0.0,0.0,1.1353553833566923e-15
3900,2.2117923512577164e-15,1.1360539209871978e-15,5.2816955028750545e-21,0.0,0.0,0.0,1.1360592026827007e-15
3901,2.2130204509918673e-15,1.1366849352479895e-15,4.853220984656849e-21,0.0,0.0,0.0,1.1366897884689742e-15
3902,2.214126673916113e-15,1.1372532765536583e-15,4.461452197717695e-21,0.0,0.0,0.0,1.137257738005856e-15
3903,2.2151264313672044e-15,1.137767005967957e-15,4.101526282481963e-21,0.0,0.0,0.0,1.1377711074942395e-15
3904,2.2160752889904935e-15,1.1382545913917063e-15,3.753842895970524e-21,0.0,0.0,0.0,1.1382583452346023e-15
3905,2.216972115678695e-15,1.1387153792251421e-15,3.421585567717401e-21,0.0,0.0,0.0,1.1387188008107099e-15
3906,2.2177289678404397e-15,1.1391041984623706e-15,3.145991276988287e-21,0.0,0.0,0.0,1.1391073444536475e-15
