minute,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation
2984,4404.258427314289,96.15524193540281,974.3715780858863,0.0,0.0,5.5591884,1070.526820021289
2985,1781.4134458573606,59.298995456114056,431.23021321731517,2305.7207,0.0,2.3836582,490.52920867342925
2986,1211.6586799194806,1181.171169462747,351.8432922435366,3344.6084,0.0,2.572948,1533.0144617062836
2987,1649.2162699478286,1248.5093769855737,352.2945377143927,103.40423,0.0,2.4483998,1600.8039146999663
2988,2185.3216415305355,999.1663286226249,443.02447452650995,0.0,0.0,2.4171383,1442.1908031491348
2989,2360.2541988267944,914.7078405660203,588.2776872029538,0.0,0.0,2.3980522,1502.985527768974
2990,2526.4776715831163,923.9345620962957,760.94187206186,0.0,0.0,2.3870618,1684.8764341581557
2991,2611.801469700659,912.5217308540989,873.1090823279608,0.0,0.0,6.32106,1785.6308131820597
2992,3368.254791257641,1811.6635171281814,1030.6850271263102,10389.841,0.0,31.426641,2842.3485442544916
2993,4665.700223451808,5950.390726110477,1306.85855204149,15000.0,0.0,23.29626,7257.249278151967
2994,5795.664035026959,9047.005656389207,961.7974200494928,15000.0,0.0,6.449135,10008.8030764387
2995,7675.121836494014,14135.189463577903,191.0553499242962,15000.0,0.0,4.7060356,14326.244813502199
2996,12547.884567474199,15825.096549748352,53.46604310373093,15000.0,0.0,6.9001594,15878.562592852082
2997,15110.41932505215,14696.934007318241,60.91374502723568,15000.0,0.0,7.096614,14757.847752345477
2998,15692.556069678787,14086.799087981206,67.17316548059404,15000.0,0.0,7.08175,14153.9722534618
2999,15418.481174832266,13776.605535474218,72.24573333595163,15000.0,0.0,7.2010517,13848.85126881017
3000,14828.575523547372,13472.282983739702,75.24149756918396,15000.0,0.0,7.2555056,13547.524481308887
3001,14223.31942570274,13177.567711851523,76.1812622911251,15000.0,0.0,7.280666,13253.748974142649
3002,13656.349078454077,12902.185995674387,75.34294639404138,15000.0,0.0,7.296853,12977.528942068428
3003,13147.844806647769,12663.100477256607,73.10650725242951,15000.0,0.0,7.3059874,12736.206984509035
3004,12677.862427929653,12436.476212606884,69.73051921825291,15000.0,0.0,7.3450217,12506.206731825136
3005,11211.315371282994,11473.428868115576,60.37390245846319,15000.0,0.0,34.470673,11533.802770574039
3006,12623.583646600877,13074.456356160446,65.20808083533835,15000.0,0.0,27.969597,13139.664436995785
3007,12652.1632931329,12506.825420897627,61.48582508367084,15000.0,0.0,9.382499,12568.311245981298
3008,12248.54685401091,12262.163312129815,57.467538807234874,15000.0,0.0,8.231249,12319.63085093705
3009,12181.199674671461,12345.461422214044,55.29334073679504,15000.0,0.0,8.295974,12400.754762950839
3010,12204.186577071674,12381.863560268868,53.38469708449367,15000.0,0.0,8.286887,12435.248257353362
3011,12261.400966742996,12427.700007696885,51.89987363437565,15000.0,0.0,8.270763,12479.599881331262
3012,12335.452035931026,12477.810623308016,50.780981808801194,15000.0,0.0,8.266997,12528.591605116817
3013,12411.452747384288,12519.405526315808,50.791482559645054,15000.0,0.0,8.266313,12570.197008875453
3014,14415.094258155392,11747.631656415791,800.7422677535736,15000.0,0.0,8.426645,12548.373924169366
3015,12225.321634067399,8451.880821059898,1278.4231597923856,15000.0,0.0,3.613304,9730.303980852284
3016,9776.241404290253,8929.664254514335,1713.0794452020482,15000.0,14016.394,2.4407163,10642.743699716382
3017,9093.52396409453,8070.767032062776,4545.860402049407,3984.375,17339.285,18.892605,12616.627434112183
3018,12600.443438655873,6652.1555188259645,6583.7883872294615,0.0,6155.6777,34.962505,13235.943906055425
3019,13095.240790584128,4732.040686250194,6132.737295120094,4435.448,7768.4155,12.720768,10864.777981370287
3020,11777.89427553364,4515.982646958605,6123.172877204297,4470.6216,6679.6875,3.6989477,10639.155524162903
3021,11019.514818075215,4202.352966548606,6374.076506308146,2346.2537,14765.625,2.3920627,10576.429472856751
3022,10744.321483970154,2913.519135853004,8811.860851629483,0.0,22500.0,2.2206495,11725.379987482487
3023,11108.145990029961,2000.0332753795647,11144.103243256875,0.0,22500.0,2.190555,13144.13651863644
3024,11946.28880876536,1360.3167293996244,12998.02828440777,0.0,22500.0,2.1562924,14358.345013807395
3025,11178.718616777773,532.8579603081529,16945.03226464139,0.0,22500.0,2.4025173,17477.890224949544
3026,13922.746220142557,61.43447952855485,23492.33162744939,0.0,22500.0,4.9511476,23553.766106977946
3027,20332.998489252317,33.1572795308488,23782.225995661578,0.0,22500.0,6.8987684,23815.383275192427
3028,23335.799536879163,33.37846637588848,21828.688947014285,0.0,22500.0,6.949921,21862.067413390174
3029,23188.08268565995,33.17213575163569,20771.33001750031,0.0,22500.0,7.0636187,20804.502153251946
3030,22011.91821134074,31.902107001102742,20086.66125794889,0.0,22500.0,7.1900816,20118.563364949994
3031,20808.177822434005,29.068478274940635,19517.729388742035,0.0,22500.0,7.245266,19546.797867016976
3032,19800.180380298116,24.592425567693255,19034.817343288247,0.0,22500.0,7.275937,19059.40976885594
3033,18983.62698724938,18.78608668908488,18631.620537738945,0.0,22500.0,7.294157,18650.40662442803
3034,18313.131553130723,11.962457930225767,18302.636101493874,0.0,22500.0,7.30443,18314.5985594241
3035,17024.477266205373,4.743612353644289,17347.220383607364,0.0,22500.0,13.608865,17351.963995961007
3036,16511.13652501035,-0.6149222491702577,17513.2380853837,0.0,22500.0,43.921555,17512.62316313453
3037,18291.966616275346,-7.591329270562053,18913.90773862227,0.0,22500.0,13.284073,18906.316409351708
3038,17616.151079859323,-13.518198326234465,17966.805295030852,0.0,22500.0,8.383125,17953.28709670462
3039,17459.35704899324,-18.51857775457266,17982.425483052288,0.0,22500.0,8.263561,17963.906905297714
3040,17466.057062695483,-22.758972830611015,18061.473974886154,0.0,22500.0,8.2982435,18038.715002055542
3041,17523.427545862804,-26.201118766944198,18125.88388017389,0.0,22500.0,8.27603,18099.682761406944
3042,17626.075360534443,-29.03346718748645,18213.66689844055,0.0,22500.0,8.268338,18184.633431253063
3043,17745.251019460895,-31.401452736673498,18299.720239281924,0.0,22500.0,8.265664,18268.31878654525
3044,17860.057500929117,-33.437201632147136,18373.511072856098,0.0,22500.0,8.263619,18340.07387122395
3045,17960.28535419296,-35.267654565540596,18432.573597439194,0.0,22500.0,8.262442,18397.305942873652
3046,18190.6344687901,-60.629642996384845,18457.714747171394,0.0,22500.0,8.31775,18397.08510417501
3047,20056.22994477072,-807.2766000797316,15223.758042012036,0.0,22500.0,18.750538,14416.481441932305
3048,14915.293082998993,-798.4478959599528,11356.17630660537,0.0,22500.0,41.767075,10557.728410645417
3049,13660.441668274714,993.9481865711031,13642.153298067682,13095.238,22500.0,24.441025,14636.101484638784
3050,13669.393405001529,4846.593979771541,14379.830055433196,14915.969,21071.428,6.2465935,19226.424035204738
3051,15996.858210172604,6848.578875993639,12742.403390040912,10733.602,0.0,2.7228045,19590.982266034553
3052,17671.646602922665,6941.712116398157,9487.659773673762,7165.5913,0.0,2.283077,16429.371890071918
3053,17040.111092175182,6396.5052879281,7158.303558587598,5886.962,0.0,2.211852,13554.808846515698
3054,15279.82215690713,6094.392023573292,5819.383012487478,8008.9326,6392.2275,2.188283,11913.77503606077
3055,13423.816010454815,6352.649212077743,5989.6297518037045,10097.767,12626.99,2.1761794,12342.278963881447
3056,12579.021443951888,7020.821157270873,6967.586858974695,8001.881,7784.2085,2.1697302,13988.408016245568
3057,13070.02211767152,6957.318835650029,6942.972266210656,8007.7207,8025.002,2.1662693,13900.291101860685
3058,13639.98145423011,6932.272960066399,6988.107508159392,9225.212,10750.296,2.1644313,13920.38046822579
3059,13880.76364471047,6967.236576064018,7151.752407531831,7838.8213,8307.692,2.163453,14118.98898359585
3060,14076.861300363853,7484.8369245531285,8004.467825505212,9989.147,12656.25,2.162929,15489.304750058342
3061,14699.168136258222,7581.97327018415,8336.131326603447,9463.657,11769.23,2.1626492,15918.104596787598
3062,15509.848097353895,7636.1115854240325,8605.52063511344,9525.848,12115.385,2.1624985,16241.632220537473
3063,16036.854956995938,7680.249463123445,8856.410483821797,8201.181,9843.75,2.1624186,16536.65994694524
3064,16387.63021849776,7690.316874573,9060.315750339676,9714.325,12807.692,2.162376,16750.632624912676
3065,16689.731590756197,8228.098078632762,9920.331902592583,10712.461,14642.857,2.162353,18148.429981225345
3066,17309.46056586973,8321.558394515716,10249.253617155673,10238.922,13846.154,2.1623409,18570.81201167139
3067,18068.892115756797,8339.134272357107,10464.814062139105,10165.07,13846.154,2.1623344,18803.948334496214
3068,18497.471581354042,8335.496168405143,10633.183474491314,8615.656,11250.0,2.1623309,18968.67964289646
3069,18704.185319850098,8280.636675932663,10723.300232185551,10425.072,14538.462,2.162329,19003.936908118216
3070,18821.748254768343,8714.556298562215,11380.379601124347,11951.693,17142.857,2.162328,20094.935899686563
3071,19215.603079579323,8782.146708068873,11615.185341689483,9644.389,13153.846,2.1623273,20397.332049758355
3072,19751.182300298355,8696.208933075855,11643.85045870233,10850.128,15357.143,2.1623273,20340.059391778188
3073,19976.212141168402,8622.06012785043,11664.195788901565,10603.465,15000.0,2.1623268,20286.255916751994
3074,19984.78609054608,8548.183794961695,11667.246390474516,9031.366,12461.538,2.1623268,20215.430185436213
3075,19909.69137290346,8827.467033662551,12068.158347075376,12888.762,18870.967,2.1623268,20895.625380737925
3076,20092.50541217664,8922.741517610079,12260.185546587276,10323.889,14538.462,2.1623268,21182.927064197356
3077,20477.933500938405,8809.084235234543,12196.769885486525,9579.138,13359.375,2.1623268,21005.854120721066
3078,20584.526583455798,8674.337596164427,12093.935151172185,10643.551,15230.77,2.1623268,20768.27274733661
3079,20487.452037959385,8567.401297403876,12011.173262895181,10321.959,14765.625,2.1623268,20578.574560299057
3080,20335.809390915216,8971.895522102357,12506.818153509335,11329.259,16428.572,2.1623268,21478.713675611692
3081,20520.6579266509,8918.254806926561,12517.008983035983,10656.3,15357.143,2.1623268,21435.263789962544
3082,20838.11203538879,8795.914740313294,12432.939180809033,10897.576,15820.3125,2.1623268,21228.853921122325
3083,20880.945451983203,8697.55223686699,12360.168301871876,10710.585,15576.923,2.1623268,21057.720538738868
3084,20760.29254569818,8589.962004565521,12268.596159904277,8839.538,12656.25,2.1623268,20858.558164469796
3085,20585.14419845334,8811.82712314228,12529.761144047936,12796.227,18870.967,2.1623268,21341.588267190215
3086,20652.355242303776,8947.609156985514,12704.567476552242,11131.38,16171.875,2.1623268,21652.176633537754
3087,20991.316885073807,8854.042166172605,12623.458646184194,9863.836,14192.308,2.1623268,21477.500812356797
3088,21088.573082040086,8731.774758841659,12505.201426543434,9613.931,13846.154,2.1623268,21236.976185385094
3089,20988.991746259522,8620.751375450374,12395.100503618294,11014.021,16171.875,2.1623268,21015.85187906867
3090,20837.458090097272,9006.009055153541,12826.784768985888,12329.187,18214.285,2.1623268,21832.79382413943
3091,21001.925330913986,9029.5143329854,12896.776330779414,9714.915,14062.5,2.1623268,21926.290663764812
3092,21340.95963427196,8916.874280562404,12809.491240092186,10843.061,15923.077,2.1623268,21726.36552065459
3093,21422.339492771946,8822.617026567414,12732.215324216333,10745.702,15820.3125,2.1623268,21554.83235078375
3094,21335.582750763926,8748.050438082266,12669.907756878729,10548.329,15576.923,2.1623268,21417.958194960993
3095,21216.34672594386,9156.849725258453,13129.857495942331,12025.779,17857.143,2.1623268,22286.707221200784
3096,21431.3494056773,9148.076116917813,13176.924232668785,10031.108,14765.625,2.1623268,22325.000349586597
3097,21776.014904601125,9045.499375096711,13110.892743668146,10738.679,15923.077,2.1623268,22156.39211876486
3098,21861.10045308638,8955.946809632209,13046.187334088976,10412.872,15468.75,2.1623268,22002.134143721185
3099,21786.514359559384,8879.491079806634,12986.822573138745,10836.507,16171.875,2.1623268,21866.313652945377
3100,21678.577056164984,9309.997327577157,13459.760624344153,11950.846,17857.143,2.1623268,22769.75795192131
3101,21903.71588791695,9290.0341897586,13496.763689844649,10144.418,15117.1875,2.1623268,22786.797879603248
3102,22248.672029192563,9193.597157293887,13439.033821331846,10647.518,15923.077,2.1623268,22632.630978625733
3103,22332.66766885862,9101.919307821405,13370.313842545213,11031.474,16523.438,2.1623268,22472.233150366617
3104,22257.500290628053,9019.105890792467,13296.689186446287,10792.084,16171.875,2.1623268,22315.795077238756
3105,22137.356008458653,9398.568992730283,13697.274164559658,13085.55,19596.773,2.1623268,23095.843157289943
3106,22313.957567462418,9437.877664467642,13782.4157296067,11042.369,16523.438,2.1623268,23220.293394074342
3107,22661.56582019807,9354.501138000693,13727.28352352226,10401.679,15576.923,2.1623268,23081.78466152295
3108,22753.227151892475,9264.839583612706,13649.807787459611,10322.501,15468.75,2.1623268,22914.647371072315
3109,22673.155183975523,9168.566034533222,13552.985824220708,10397.898,15576.923,2.1623268,22721.55185875393
3110,22531.757679831797,9422.510226256087,13809.300627466659,13119.11,19596.773,2.1623268,23231.810853722745
3111,22611.82964774875,9582.033680598734,13991.64563065467,11109.394,16523.438,2.1623268,23573.679311253403
3112,22963.61588429132,9492.408455851908,13913.279786487199,10860.014,16171.875,2.1623268,23405.688242339107
3113,23087.06622321228,9404.072933366337,13828.083725025575,10833.298,16171.875,2.1623268,23232.156658391912
3114,23016.2584802585,9318.0988375563,13739.87219529047,11040.909,16523.438,2.1623268,23057.97103284677
3115,22885.43309166098,9663.993351060362,14099.021732850759,13084.673,19549.18,2.1623268,23763.015083911123
3116,23039.328216931488,9737.197578001933,14206.216180331578,11102.915,16523.438,2.1623268,23943.41375833351
3117,23388.02637848634,9651.168987730152,14138.622460779616,11307.296,16875.0,2.1623268,23789.791448509768
3118,23485.53688751043,9565.376540125924,14060.783415286427,11288.019,16875.0,2.1623268,23626.159955412353
3119,23409.35226104861,9480.65581693598,13976.69544758795,10809.604,16171.875,2.1623268,23457.35126452393
3120,23281.46962626292,9831.382172714599,14342.402720369484,13111.333,19596.773,2.1623268,24173.784893084085
3121,23440.74163504146,9904.422916270938,14451.159398401625,11325.048,16875.0,2.1623268,24355.582314672563
3122,23793.14548658158,9819.447885592857,14385.45488788847,11311.494,16875.0,2.1623268,24204.902773481328
3123,23892.399849716385,9733.019669268295,14306.852892591149,11061.446,16523.438,2.1623268,24039.872561859444
3124,23817.05082001595,9646.809430790703,14220.65773019554,11275.839,16875.0,2.1623268,23867.46716098624
3125,23680.77588732245,9905.512805505801,14486.999873724393,13147.093,19596.773,2.1623268,24392.512679230196
3126,23761.610791412833,10060.458725062026,14664.240379413319,12477.582,18571.428,2.1623268,24724.699104475345
3127,24119.936480870587,9969.907094465569,14580.82453416134,12022.134,17857.143,2.1623268,24550.73162862691
3128,24256.393065033953,9895.358670801003,14504.547719219474,11370.565,16875.0,2.1623268,24399.90639002048
3129,24190.925875294233,9814.507054394817,14415.30075760733,11345.738,16875.0,2.1623268,24229.807812002146
3130,24059.95516552082,10169.048022495454,14787.365945423315,13155.527,19596.773,2.1623268,24956.41396791877
3131,24217.882953422355,10248.955068231424,14901.027300767744,11412.163,16875.0,2.1623268,25149.982368999168
3132,24567.489372326534,10135.66108226751,14799.809293419308,13140.342,19596.773,2.1623268,24935.47037568682
3133,24667.79731398656,10060.004604547501,14726.838594295356,11389.671,16875.0,2.1623268,24786.843198842857
3134,24591.140393703092,9984.802247342017,14646.020411471738,11366.416,16875.0,2.1623268,24630.822658813755
3135,24456.13702129865,10321.850493223117,15001.93649510022,13174.196,19596.773,2.1623268,25323.786988323336
3136,24587.870667245505,10393.201908465422,15104.825725829141,13173.285,19596.773,2.1623268,25498.027634294565
3137,24946.048474097894,10313.276697908868,15037.304668163288,11445.923,16875.0,2.1623268,25350.581366072154
3138,25060.63420952387,10249.40918874595,14973.780014233373,11425.665,16875.0,2.1623266,25223.189202979323
3139,24985.757481333338,10165.742025149704,14880.59114529987,11576.967,17142.857,2.1623263,25046.333170449572
3140,24842.107513713076,10287.337334119151,15003.807538667501,15000.0,22500.0,2.1623263,25291.144872786652
3141,24852.679628173748,10587.038708885644,15334.909588190105,11594.79,16875.0,2.1623263,25921.94829707575
3142,25213.40307999509,10495.851309568849,15235.580789880476,12830.016,18928.572,2.1623263,25731.432099449325
3143,25385.318013424298,10391.80215024409,15114.942341513783,11951.628,17500.0,2.1623263,25506.744491757872
3144,25329.877990513694,10337.398518190088,15041.535678610351,11556.371,16875.0,2.1623263,25378.934196800437
3145,25185.46508679833,10527.239038589541,15239.502966984908,15000.0,22500.0,2.1623263,25766.74200557445
3146,25231.095931343363,10757.20564353233,15509.750659143861,11709.049,16875.0,2.162326,26266.95630267619
3147,25601.15363906199,10660.568807963955,15403.518992561516,13291.478,19596.773,2.1623259,26064.08780052547
