,Boiler power consumed,Pumps power consumed,Total plant energy consumed,scenario_name,%age reduction in plant energy consumption
0,3045233031.63,12675.334550277676,3045245710.6658487,case_study_scenario_1_15mins_Jan,0.0
1,2864587149.465,14630.796863660467,2864601773.0533924,case_study_scenario_5_15mins_Jan,5.931998753984229
