Date/Time,LIVING ZONE:Zone Combined Outdoor Air Sensible Heat Loss Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Combined Outdoor Air Current Density Volume Flow Rate [m3/s](TimeStep:REPORTSCH),LIVING ZONE:Zone Combined Outdoor Air Mass [kg](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ACDXCOIL 1:Cooling Coil Total Cooling Energy [J](TimeStep:REPORTSCH),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Cycling Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Level [](TimeStep) 
 07/21  17:40:00,0.0,0.05528492821868883,9.461738616377685,0.0,4005382.554869419,26.60033675769558,0.0,0.0,35.111233900529214,0.0,0.0,38.54324108416306,4306239.705854971,0.0,0.0,0.6980857773645106,0.0,1.0000000000000004 
 07/21  17:50:00,0.0,0.055316988272324744,9.467325894367313,0.0,3944065.3166956785,26.600356728980373,0.0,0.0,35.0063109023162,0.0,0.0,37.55610343136342,4240824.4065379305,0.0,0.0,0.686472932427746,0.0,1.0 
 07/21  18:00:00,0.0,0.05534916434053925,9.47291968784203,0.0,3863108.9819060764,26.60037838534976,0.0,0.0,34.896744620734495,0.0,0.0,36.57696988138483,4154747.9254175504,0.0,0.0,0.6715390555884747,0.0,1.0 
 07/21  18:10:00,0.0,0.0553978227211685,9.481322792977616,0.0,3753919.954184252,26.6004022330415,0.0,0.0,34.76452841274305,0.0,0.0,35.57588166345116,4040591.5801649154,0.0,0.0,0.6515694631600559,0.0,1.0 
 07/21  18:20:00,0.0,0.055446626319885645,9.489740799229267,0.0,3616363.8866832163,26.600430457270328,0.0,0.0,34.60714075542813,0.0,0.0,34.54706329374266,3896039.493378502,0.0,0.0,0.6267936604609945,0.0,1.0 
 07/21  18:30:00,0.0,0.05549561409129097,9.498173743215316,0.0,3448374.021866792,26.600461249161082,0.0,0.0,34.42942265033716,0.0,0.0,33.495714015403095,3718898.2353555867,0.0,0.0,0.5968883557056951,0.0,1.0 
 07/21  18:40:00,0.0,0.055544686496485536,9.506621591862078,0.0,3240025.8740477613,26.599727820238186,0.0,0.0,34.22667971482246,0.0,0.0,32.44147090058805,3498628.349721022,0.0,0.0,0.5601983832735902,0.0,1.0 
 07/21  18:50:00,0.0,0.05559415491090944,9.515084553605178,0.0,3022495.3736191564,26.599725838977765,0.0,0.0,34.00069833001349,0.0,0.0,31.35829327211651,3268477.1740301135,0.0,0.0,0.5220785430222461,0.0,1.0 
 07/21  19:00:00,0.0,0.05564387904639709,9.523562594369425,0.0,2819716.558613905,26.599732673524677,0.0,0.0,33.76449029394613,0.0,0.0,30.280641785186162,3054312.0729853883,0.0,0.0,0.4866675248975105,0.0,1.0 
 07/21  19:10:00,0.0,0.05568057697564746,9.529789401669122,0.0,2673642.5790131665,26.59973697857841,0.0,0.0,33.53255040997499,0.0,0.0,29.27947227721649,2900343.6977196233,0.0,0.0,0.4612769013932424,0.0,1.0 
 07/21  19:20:00,0.0,0.04181331353193707,9.536024359247985,0.0,2565509.671373936,26.59967111072762,0.0,0.0,33.37158871920926,0.0,0.0,28.754561511287815,2786678.788885982,0.0,0.0,0.442396194719362,0.0,0.9999999999999996 
 07/21  19:30:00,0.0,0.041841035447951765,9.542267462480707,0.0,2471447.9133755313,26.599668323173915,0.0,0.0,33.09578808308948,0.0,0.0,27.828415604166143,2688565.022260978,0.0,0.0,0.4260278125485196,0.0,0.9999999999999996 
 07/21  19:40:00,546.9813325899396,0.0418687947760079,9.548518753415024,0.0,2384557.197875108,26.59966701292599,0.0,0.0,32.88059423242491,0.0,0.0,27.250583394420776,2598258.676922381,0.0,0.0,0.410944855365152,0.0,1.0000000000000009 
 07/21  19:50:00,2480.487110146678,0.02796495448821971,9.554778218655933,0.0,2302681.7834816934,26.59955059849286,0.0,0.0,32.7513760377346,0.0,0.0,27.03271583537665,2512346.7243396305,0.0,0.0,0.39664243766521934,0.0,1.0 
 07/21  20:00:00,4417.606268572275,0.027983588188476793,9.561045870389588,0.0,2224233.0077370964,26.59954355969335,0.0,0.0,32.48395072154244,0.0,0.0,26.476270115299656,2430257.0165312113,0.0,0.0,0.3829815094948661,0.0,1.0 
 07/21  20:10:00,6004.4480402511035,0.027998905876020483,9.566180120620208,0.0,2149402.7996314033,26.599541512033426,0.0,0.0,32.28767470668837,0.0,0.0,26.120822904255284,2352002.549800516,0.0,0.0,0.37007012006938966,0.0,1.0 
 07/21  20:20:00,7590.563452100456,0.0140584432173576,9.571319787504263,0.0,2077247.370263487,26.599293464938587,0.0,0.0,32.10855635960235,0.0,0.0,25.84973093837893,2276328.191019505,0.0,0.0,0.3576112036412155,0.0,1.0 
 07/21  20:30:00,9180.639071730606,0.014066204056453488,9.576465068784902,0.0,2006182.238153173,26.59927375196118,0.0,0.0,31.922905888805538,0.0,0.0,25.603029311021235,2201381.6440460137,0.0,0.0,0.3453118348763712,0.0,1.0 
 07/21  20:40:00,1436305.3469404443,5.653154826874618,1935.300877745155,0.0,396033.15006298444,26.408099938873328,0.0,0.0,31.79880537871408,0.0,0.0,25.471154209805434,579977.2936869448,0.0,0.0,0.08347201997526796,0.0,0.5 
 07/21  20:50:00,1713785.1730989427,5.698229565252274,1947.627772058644,0.0,260379.4011151189,26.395611497071798,0.0,0.0,31.56377295485967,0.0,0.0,25.19016004448219,462085.70005021855,0.0,0.0,0.06217321270235725,0.0,0.5 
 07/21  21:00:00,1834596.3828837536,5.733002185016424,1960.9697256519175,0.0,41545.92733422384,26.346121248796095,0.0,0.0,31.381959934545826,0.0,0.0,24.98550120884132,70120.10580339169,0.0,0.0,0.009584735785490723,0.0,0.5 
 07/21  21:10:00,2427983.007195184,11.493016437485778,2612.1098666706625,0.0,0.0,26.03492324751103,0.0,0.0,31.24845989147535,0.0,0.0,24.86215763594963,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:20:00,1559226.5632653206,5.665701337526262,1940.656578356675,0.0,0.0,25.966830561140384,0.0,0.0,31.098947167977997,0.0,0.0,24.72301923146322,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:30:00,3188938.2268637386,11.454536300308586,3903.122460166749,0.0,0.0,25.496535317765986,0.0,0.0,30.84262712978193,0.0,0.0,24.466083548324715,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:40:00,1852628.1882036692,11.460103920599947,1958.309757899296,0.0,0.0,25.635449047225897,0.0,0.0,30.70794342482129,0.0,0.0,24.34760777885288,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  21:50:00,1575322.5084719616,5.685793901528724,1950.6515624592578,0.0,0.0,25.503509946045682,0.0,0.0,30.56240437882495,0.0,0.0,24.21991649388,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:00:00,2431978.9744983725,11.503609884780428,2621.5421650850412,0.0,0.0,25.23224046982329,0.0,0.0,30.3761705177331,0.0,0.0,24.053820838542627,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:10:00,1541018.2452981777,5.6588767912729345,1943.3699808463234,0.0,0.0,25.200285787430253,0.0,0.0,30.215304270825584,0.0,0.0,23.91101870994768,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:20:00,3162762.3797045266,11.44653797933524,3910.1012169361156,0.0,0.0,24.757556621462395,0.0,0.0,29.950405687150784,0.0,0.0,23.661003555145296,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:30:00,1474314.6137346767,11.399696546005291,1566.5533110569236,0.0,0.0,24.991160498693976,0.0,0.0,29.820199347420882,0.0,0.0,23.554638864834217,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:40:00,1549047.2150386288,5.793676435575145,1992.2688908685568,0.0,0.0,24.79475472051348,0.0,0.0,29.68531326161692,0.0,0.0,23.447020651681466,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  22:50:00,2000408.0116179902,5.7590267814312135,1979.6830065504303,0.0,0.0,24.810198705388537,0.0,0.0,29.438164980050864,0.0,0.0,23.23160106709186,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:00:00,2401982.807048441,11.486026313512621,2624.2268818316397,0.0,0.0,24.465959891307996,0.0,0.0,29.317815242677177,0.0,0.0,23.139871610877933,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:10:00,1505562.414080552,5.652618672587093,1946.237063705699,0.0,0.0,24.410418660648496,0.0,0.0,29.17792596708641,0.0,0.0,23.03171801064307,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:20:00,1982965.2344564376,5.755374811642183,1980.9814596644485,0.0,0.0,24.417492204543343,0.0,0.0,28.931756963863123,0.0,0.0,22.825270701451323,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:30:00,2364385.0347818593,11.47482468492775,2625.0967227731944,0.0,0.0,24.075009463978493,0.0,0.0,28.813905790035324,0.0,0.0,22.73690223668168,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:40:00,1482494.6746591392,5.648803621305603,1947.4563415713662,0.0,0.0,24.0173041335708,0.0,0.0,28.676175703055552,0.0,0.0,22.63173138941209,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  23:50:00,1949244.1985324977,5.74947910838228,1981.5606752448334,0.0,0.0,24.022056847144867,0.0,0.0,28.43307465254761,0.0,0.0,22.430399565023905,0.0,0.0,0.0,0.0,0.0,0.0 
 07/21  24:00:00,2324183.9415477794,11.463962404863995,2626.056218011746,0.0,0.0,23.68326126010853,0.0,0.0,28.316792256385177,0.0,0.0,22.343191451274972,0.0,0.0,0.0,0.0,0.0,0.0 
