,Boiler power consumed,Pumps power consumed,Total plant energy consumed,scenario_name,%age reduction in plant energy consumption
0,1689940341.9099998,12265.172275440693,1689952628.6582139,case_study_scenario_1_15mins_30day,0.0
1,1627100105.775,13390.701505416106,1627113497.4495194,case_study_scenario_5_15mins_30day,3.7183960155491094
