,Boiler power consumed,Pumps power consumed,Total plant energy consumed,scenario_name,%age reduction in plant energy consumption
0,1951119434.0800002,12631.756162644553,1951132095.0217638,case_study_scenario_1_15mins_Jan,0.0
1,1856623623.6100001,15133.776596087802,1856638759.065864,case_study_scenario_5_15mins_Jan,4.843000440462013
