minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_actuatorSignal,boiler2_actuatorSignal,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
570,-0.042388137,342.70117,314.8062,-0.042388137,342.7012,0.0,0.0,294.04086,265.34375,295.06738,-8.515214e-05,341.79922,342.45557,-5.3778837e-20,-1.8697556e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30353,34200.0,7059.375383548261,-4966.1445,-4966.15,0.0,0.0,0.0,-9932.295,0.0,0.0,-0.21914673
585,-0.042388175,342.5793,313.80563,-0.042388175,342.5793,0.0,0.0,294.01373,265.94452,294.43555,-8.5152205e-05,341.81094,342.4547,-1.6439073e-19,2.0867773e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30359,35100.0,6927.503517041078,-5122.5884,-5122.5884,0.0,0.0,0.0,-10245.177,0.0,0.0,-0.24627686
600,-0.04238821,342.43805,312.71082,-0.04238821,342.43808,0.0,0.0,293.98962,266.45,294.2081,-8.515228e-05,341.8183,342.45258,-4.869708e-19,-4.815207e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30364,36000.0,6617.303387374207,-5292.3535,-5292.359,0.0,0.0,0.0,-10584.713,0.0,0.0,-0.27038574
615,11.584376,340.77762,294.0944,0.0988801,341.5267,6.508544,0.0,293.9687,266.875,332.08386,0.011735055,340.83862,341.2077,0.9997667,2.1729689e-17,1.0,0.0,1623272.0,0.0,343.15,343.15,-4063.2117,36900.0,1872395.800651026,2271343.5,19698.469,1623272.0,0.0,6.508544,2291042.0,1623272.0,1623278.5,-0.2913208
630,5.5759683,320.3962,294.52264,5.5813174,344.42233,2.7512434,2.649835,294.0339,267.3,342.77863,0.011206753,319.37317,344.29373,0.101961404,1.0,0.0,0.23996295,0.0,241276.75,343.15,343.15,-4138.834,37800.0,2271329.955399483,605934.75,1169725.2,0.0,241276.75,5.401078,1775660.0,241276.75,241282.16,-0.22610474
645,5.4165487,304.63214,295.74625,5.4165487,343.69943,2.664931,2.5667672,294.1596,267.725,324.49292,0.010881127,306.37906,345.08453,0.9987103,1.0,1.0,1.0,1623272.0,1005475.0,343.14996,343.14996,-4136.5674,38700.0,1313744.048489474,202149.7,1090911.2,1623272.0,1005475.0,5.231698,1293061.0,2628747.0,2628752.2,-0.10040283
660,7.3031864,344.32693,296.36404,7.3031864,338.92206,3.6852798,3.5477571,294.26254,268.15,342.61697,0.014671131,344.66904,338.74033,0.9990022,1.0,0.98312,0.10047848,1595871.1,101028.59,343.1499,343.1499,-4152.0557,39600.0,2850047.727654055,1471184.1,1305398.2,1595871.1,101028.59,7.233037,2776582.5,1696899.8,1696907.0,0.002532959
675,7.2502556,346.82037,296.25845,7.2502556,346.1364,3.6560013,3.5196407,294.3679,268.575,345.96268,0.0145648,346.78625,346.16492,0.9990022,1.0,0.50584775,0.16036622,821128.44,161244.23,343.14987,343.14987,-4151.6626,40500.0,3040514.7366467416,1539664.8,1518837.5,821128.44,161244.23,7.175642,3058502.2,982372.7,982379.9,0.10787964
690,7.6330457,345.13986,295.88263,7.6330457,342.94666,3.8611705,3.7164633,294.44363,269.0,344.52814,0.0153337745,345.1301,342.9432,0.9990022,1.0,0.25009507,0.053460214,405972.34,53752.91,343.14984,343.14984,-4146.036,41400.0,3132860.8383037136,1579127.4,1508815.8,405972.34,53752.91,7.577634,3087943.0,459725.25,459732.8,0.18362427
705,-0.042387914,341.25128,296.2515,-0.042387914,341.86203,-4.6e-43,-4.61e-43,294.48337,269.425,343.3172,-8.515169e-05,340.8197,341.74176,-9.909867e-12,-9.945097e-12,0.0,0.0,0.0,0.0,343.15,343.15,-66.30318,42300.0,-16832.441687438182,-8011.2773,-8120.009,0.0,0.0,-9.2e-43,-16131.286,0.0,-9.2e-43,0.22335815
