DATETIME,Environment:Outdoor Dry Bulb [C], TOTAL POWER[KW],DR Event,Power prediction
 12/20  07:00:00,4.8,110.0175,0,144.54863
 12/20  07:15:00,5,144.54863,0,144.6465
 12/20  07:30:00,5.2,144.6465,0,144.62569
 12/20  07:45:00,5.4,144.62569,0,144.61162
 12/20  08:00:00,5.6,144.61162,0,183.61818
 12/20  08:15:00,5.725,183.61818,0,183.66041
 12/20  08:30:00,5.85,183.66041,0,183.68834
 12/20  08:45:00,5.975,183.68834,0,183.71233
 12/20  09:00:00,6.1,183.71233,0,199.02284
 12/20  09:15:00,6.275,199.02284,0,199.05346
 12/20  09:30:00,6.45,199.05346,0,199.07705
 12/20  09:45:00,6.625,199.07705,0,199.10215
 12/20  10:00:00,6.8,199.10215,0,209.26114
 12/20  10:15:00,7,209.26114,0,209.297
 12/20  10:30:00,7.2,209.297,0,209.32709
 12/20  10:45:00,7.4,209.32709,0,209.35899
 12/20  11:00:00,7.6,209.35899,0,210.51353
 12/20  11:15:00,7.725,210.51353,0,210.6133
 12/20  11:30:00,7.85,210.6133,0,210.70404
 12/20  11:45:00,7.975,210.70404,0,210.79078
 12/20  12:00:00,8.1,210.79078,0,213.82581
 12/20  12:15:00,8.3,213.82581,0,213.90573
 12/20  12:30:00,8.5,213.90573,0,213.9788
 12/20  12:45:00,8.7,213.9788,0,214.05374
 12/20  13:00:00,8.9,214.05374,0,214.33992
 12/20  13:15:00,9.125,214.33992,0,214.45729
 12/20  13:30:00,9.35,214.45729,0,214.56205
 12/20  13:45:00,9.575,214.56205,0,214.65656
 12/20  14:00:00,9.8,214.65656,0,208.55629
 12/20  14:15:00,10.075,208.55629,0,208.62204
 12/20  14:30:00,10.35,208.62204,0,208.67716
 12/20  14:45:00,10.625,208.67716,0,208.72257
 12/20  15:00:00,10.9,208.72257,0,196.70709
 12/20  15:15:00,11.15,196.70709,0,196.71649
 12/20  15:30:00,11.4,196.71649,0,196.72309
 12/20  15:45:00,11.65,196.72309,0,196.71778
 12/20  16:00:00,11.9,196.71778,0,158.16606
 12/20  16:15:00,11.9,158.16606,0,158.09397
 12/20  16:30:00,11.9,158.09397,0,158.05967
 12/20  16:45:00,11.9,158.05967,0,158.03422
 12/20  17:00:00,11.9,158.03422,0,118.84667
 12/20  17:15:00,11.9,118.84667,0,118.63339
 12/20  17:30:00,11.9,118.63339,0,118.48657
 12/20  17:45:00,11.9,118.48657,0,118.36267
 12/20  18:00:00,11.9,118.36267,0,67.58229
 12/20  18:15:00,11.9,67.58229,0,67.58229
 12/20  18:30:00,11.9,67.58229,0,67.58229
 12/20  18:45:00,11.9,67.58229,0,67.58229
 12/20  19:00:00,11.9,67.58229,0,56.31858
 12/20  19:15:00,11.975,56.31858,0,56.31858
 12/20  19:30:00,12.05,56.31858,0,56.31858
 12/20  19:45:00,12.125,56.31858,0,56.31858
 12/20  20:00:00,12.2,56.31858,0,56.31858
 12/20  20:15:00,12.3,56.31858,0,56.31858
 12/20  20:30:00,12.4,56.31858,0,56.31858
 12/20  20:45:00,12.5,56.31858,0,56.31858
 12/20  21:00:00,12.6,56.31858,0,56.31858
 12/20  21:15:00,12.7,56.31858,0,56.31858
 12/20  21:30:00,12.8,56.31858,0,56.31858
 12/20  21:45:00,12.9,56.31858,0,56.31858
 12/20  22:00:00,13,56.31858,0,56.31858
 12/20  22:15:00,12.825,56.31858,0,56.31858
 12/20  22:30:00,12.65,56.31858,0,56.31858
 12/20  22:45:00,12.475,56.31858,0,56.31858
 12/20  23:00:00,12.3,56.31858,0,56.31858
 12/20  23:15:00,11.9,56.31858,0,56.31858
 12/20  23:30:00,11.5,56.31858,0,56.31858
 12/20  23:45:00,11.1,56.31858,0,56.31858
 12/20  24:00:00,10.7,56.31858,0,56.31858
 12/21  00:15:00,10.2,56.31858,0,56.31858
 12/21  00:30:00,9.7,56.31858,0,56.31858
 12/21  00:45:00,9.2,56.31858,0,56.31858
 12/21  01:00:00,8.7,56.31858,0,56.31858
 12/21  01:15:00,8.25,56.31858,0,56.31858
 12/21  01:30:00,7.8,56.31858,0,56.31858
 12/21  01:45:00,7.35,56.31858,0,56.31858
 12/21  02:00:00,6.9,56.31858,0,56.31858
 12/21  02:15:00,6.575,56.31858,0,56.31858
 12/21  02:30:00,6.25,56.31858,0,56.31858
 12/21  02:45:00,5.925,56.31858,0,56.31858
 12/21  03:00:00,5.6,56.31858,0,56.31858
 12/21  03:15:00,5.325,56.31858,0,56.31858
 12/21  03:30:00,5.05,56.31858,0,56.31858
 12/21  03:45:00,4.775,56.31858,0,56.31858
 12/21  04:00:00,4.5,56.31858,0,56.31858
 12/21  04:15:00,4.425,56.31858,0,56.31858
 12/21  04:30:00,4.35,56.31858,0,56.31858
 12/21  04:45:00,4.275,56.31858,0,56.31858
 12/21  05:00:00,4.2,56.31858,0,56.31858
 12/21  05:15:00,4.1,56.31858,0,56.31858
 12/21  05:30:00,4,56.31858,0,56.31858
 12/21  05:45:00,3.9,56.31858,0,56.31858
 12/21  06:00:00,3.8,56.31858,0,110.91975
 12/21  06:15:00,3.725,110.91975,0,110.0626
 12/21  06:30:00,3.65,110.0626,0,109.73767
 12/21  06:45:00,3.575,109.73767,0,109.65441
 12/21  07:00:00,3.5,109.65441,0,144.11163
 12/21  07:15:00,3.8,144.11163,0,144.22729
 12/21  07:30:00,4.1,144.22729,0,144.23928
 12/21  07:45:00,4.4,144.23928,0,144.26465
 12/21  08:00:00,4.7,144.26465,0,183.37597
 12/21  08:15:00,5.025,183.37597,0,183.51559
 12/21  08:30:00,5.35,183.51559,0,183.58058
 12/21  08:45:00,5.675,183.58058,0,183.6513
 12/21  09:00:00,6,183.6513,0,199.33235
 12/21  09:15:00,6.275,199.33235,0,199.77461
 12/21  09:30:00,6.55,199.77461,0,200.19953
 12/21  09:45:00,6.825,200.19953,0,200.56513
 12/21  10:00:00,7.1,200.56513,0,211.15434
 12/21  10:15:00,8.075,211.15434,0,211.61333
 12/21  10:30:00,9.05,211.61333,0,211.93393
 12/21  10:45:00,10.025,211.93393,0,212.18856
 12/21  11:00:00,11,212.18856,0,213.61152
 12/21  11:15:00,12.025,213.61152,0,215.07822
 12/21  11:30:00,13.05,215.07822,0,216.74831
 12/21  11:45:00,14.075,216.74831,0,219.1282
 12/21  12:00:00,15.1,219.1282,0,224.58559
 12/21  12:15:00,16.075,224.58559,0,235.49105
 12/21  12:30:00,17.05,235.49105,0,250.32446
 12/21  12:45:00,18.025,250.32446,0,265.39113
 12/21  13:00:00,19,265.39113,0,267.38741
 12/21  13:15:00,18.65,267.38741,0,267.72633
 12/21  13:30:00,18.3,267.72633,0,265.97411
 12/21  13:45:00,17.95,265.97411,0,263.32168
 12/21  14:00:00,17.6,263.32168,0,252.36627
 12/21  14:15:00,17.175,252.36627,0,247.19535
 12/21  14:30:00,16.75,247.19535,0,241.37637
 12/21  14:45:00,16.325,241.37637,0,237.17151
 12/21  15:00:00,15.9,237.17151,0,222.56986
 12/21  15:15:00,15.55,222.56986,0,221.06961
 12/21  15:30:00,15.2,221.06961,0,217.1632
 12/21  15:45:00,14.85,217.1632,0,212.92649
 12/21  16:00:00,14.5,212.92649,0,168.67101
 12/21  16:15:00,13.8,168.67101,0,163.9807
 12/21  16:30:00,13.1,163.9807,0,162.1453
 12/21  16:45:00,12.4,162.1453,0,160.90107
 12/21  17:00:00,11.7,160.90107,0,121.26708
 12/21  17:15:00,11.05,121.26708,0,120.60016
 12/21  17:30:00,10.4,120.60016,0,120.38511
 12/21  17:45:00,9.75,120.38511,0,120.25425
 12/21  18:00:00,9.1,120.25425,0,67.58229
 12/21  18:15:00,8.4,67.58229,0,67.58229
 12/21  18:30:00,7.7,67.58229,0,67.58229
 12/21  18:45:00,7,67.58229,0,67.58229
 12/21  19:00:00,6.3,67.58229,0,56.31858
 12/21  19:15:00,6.05,56.31858,0,56.31858
 12/21  19:30:00,5.8,56.31858,0,56.31858
 12/21  19:45:00,5.55,56.31858,0,56.31858
 12/21  20:00:00,5.3,56.31858,0,56.31858
 12/21  20:15:00,5.1,56.31858,0,56.31858
 12/21  20:30:00,4.9,56.31858,0,56.31858
 12/21  20:45:00,4.7,56.31858,0,56.31858
 12/21  21:00:00,4.5,56.31858,0,56.31858
 12/21  21:15:00,4.25,56.31858,0,56.31858
 12/21  21:30:00,4,56.31858,0,56.31858
 12/21  21:45:00,3.75,56.31858,0,56.31858
 12/21  22:00:00,3.5,56.31858,0,56.31858
 12/21  22:15:00,3.475,56.31858,0,56.31858
 12/21  22:30:00,3.45,56.31858,0,56.31858
 12/21  22:45:00,3.425,56.31858,0,56.31858
 12/21  23:00:00,3.4,56.31858,0,56.31858
 12/21  23:15:00,3.525,56.31858,0,56.31858
 12/21  23:30:00,3.65,56.31858,0,56.31858
 12/21  23:45:00,3.775,56.31858,0,56.31858
 12/21  24:00:00,3.9,56.31858,0,45.05486
 12/22  00:15:00,4.075,45.05486,0,45.05486
 12/22  00:30:00,4.25,45.05486,0,45.05486
 12/22  00:45:00,4.425,45.05486,0,45.05486
 12/22  01:00:00,4.6,45.05486,0,45.05486
 12/22  01:15:00,4.7,45.05486,0,45.05486
 12/22  01:30:00,4.8,45.05486,0,45.05486
 12/22  01:45:00,4.9,45.05486,0,45.05486
 12/22  02:00:00,5,45.05486,0,45.05486
 12/22  02:15:00,4.975,45.05486,0,45.05486
 12/22  02:30:00,4.95,45.05486,0,45.05486
 12/22  02:45:00,4.925,45.05486,0,45.05486
 12/22  03:00:00,4.9,45.05486,0,45.05486
 12/22  03:15:00,4.8,45.05486,0,45.05486
 12/22  03:30:00,4.7,45.05486,0,45.05486
 12/22  03:45:00,4.6,45.05486,0,45.05486
 12/22  04:00:00,4.5,45.05486,0,45.05486
 12/22  04:15:00,4.5,45.05486,0,45.05486
 12/22  04:30:00,4.5,45.05486,0,45.05486
 12/22  04:45:00,4.5,45.05486,0,45.05486
 12/22  05:00:00,4.5,45.05486,0,45.05486
 12/22  05:15:00,4.5,45.05486,0,45.05486
 12/22  05:30:00,4.5,45.05486,0,45.05486
 12/22  05:45:00,4.5,45.05486,0,45.05486
 12/22  06:00:00,4.5,45.05486,0,45.05486
 12/22  06:15:00,4.5,45.05486,0,45.05486
 12/22  06:30:00,4.5,45.05486,0,45.05486
 12/22  06:45:00,4.5,45.05486,0,45.05486
 12/22  07:00:00,4.5,45.05486,0,45.05486
 12/22  07:15:00,4.725,45.05486,0,45.05486
 12/22  07:30:00,4.95,45.05486,0,45.05486
 12/22  07:45:00,5.175,45.05486,0,45.05486
 12/22  08:00:00,5.4,45.05486,0,45.05486
 12/22  08:15:00,5.675,45.05486,0,45.05486
 12/22  08:30:00,5.95,45.05486,0,45.05486
 12/22  08:45:00,6.225,45.05486,0,45.05486
 12/22  09:00:00,6.5,45.05486,0,45.05486
 12/22  09:15:00,6.725,45.05486,0,45.05486
 12/22  09:30:00,6.95,45.05486,0,45.05486
 12/22  09:45:00,7.175,45.05486,0,45.05486
 12/22  10:00:00,7.4,45.05486,0,45.05486
 12/22  10:15:00,7.925,45.05486,0,45.05486
 12/22  10:30:00,8.45,45.05486,0,45.05486
 12/22  10:45:00,8.975,45.05486,0,45.05486
 12/22  11:00:00,9.5,45.05486,0,45.05486
 12/22  11:15:00,10.05,45.05486,0,45.05486
 12/22  11:30:00,10.6,45.05486,0,45.05486
 12/22  11:45:00,11.15,45.05486,0,45.05486
 12/22  12:00:00,11.7,45.05486,0,45.05486
 12/22  12:15:00,12.2,45.05486,0,45.05486
 12/22  12:30:00,12.7,45.05486,0,45.05486
 12/22  12:45:00,13.2,45.05486,0,45.05486
 12/22  13:00:00,13.7,45.05486,0,45.05486
 12/22  13:15:00,13.625,45.05486,0,45.05486
 12/22  13:30:00,13.55,45.05486,0,45.05486
 12/22  13:45:00,13.475,45.05486,0,45.05486
 12/22  14:00:00,13.4,45.05486,0,45.05486
 12/22  14:15:00,13.3,45.05486,0,45.05486
 12/22  14:30:00,13.2,45.05486,0,45.05486
 12/22  14:45:00,13.1,45.05486,0,45.05486
 12/22  15:00:00,13,45.05486,0,45.05486
 12/22  15:15:00,12.9,45.05486,0,45.05486
 12/22  15:30:00,12.8,45.05486,0,45.05486
 12/22  15:45:00,12.7,45.05486,0,45.05486
 12/22  16:00:00,12.6,45.05486,0,45.05486
 12/22  16:15:00,12.1,45.05486,0,45.05486
 12/22  16:30:00,11.6,45.05486,0,45.05486
 12/22  16:45:00,11.1,45.05486,0,45.05486
 12/22  17:00:00,10.6,45.05486,0,45.05486
 12/22  17:15:00,10.1,45.05486,0,45.05486
 12/22  17:30:00,9.6,45.05486,0,45.05486
 12/22  17:45:00,9.1,45.05486,0,45.05486
 12/22  18:00:00,8.6,45.05486,0,45.05486
 12/22  18:15:00,8.075,45.05486,0,45.05486
 12/22  18:30:00,7.55,45.05486,0,45.05486
 12/22  18:45:00,7.025,45.05486,0,45.05486
 12/22  19:00:00,6.5,45.05486,0,45.05486
 12/22  19:15:00,6.5,45.05486,0,45.05486
 12/22  19:30:00,6.5,45.05486,0,45.05486
 12/22  19:45:00,6.5,45.05486,0,45.05486
 12/22  20:00:00,6.5,45.05486,0,45.05486
 12/22  20:15:00,6.5,45.05486,0,45.05486
 12/22  20:30:00,6.5,45.05486,0,45.05486
 12/22  20:45:00,6.5,45.05486,0,45.05486
 12/22  21:00:00,6.5,45.05486,0,45.05486
 12/22  21:15:00,6.5,45.05486,0,45.05486
 12/22  21:30:00,6.5,45.05486,0,45.05486
 12/22  21:45:00,6.5,45.05486,0,45.05486
 12/22  22:00:00,6.5,45.05486,0,45.05486
 12/22  22:15:00,6.5,45.05486,0,45.05486
 12/22  22:30:00,6.5,45.05486,0,45.05486
 12/22  22:45:00,6.5,45.05486,0,45.05486
 12/22  23:00:00,6.5,45.05486,0,45.05486
 12/22  23:15:00,6.45,45.05486,0,45.05486
 12/22  23:30:00,6.4,45.05486,0,45.05486
 12/22  23:45:00,6.35,45.05486,0,45.05486
 12/22  24:00:00,6.3,45.05486,0,45.05486
 12/23  00:15:00,6.2,45.05486,0,45.05486
 12/23  00:30:00,6.1,45.05486,0,45.05486
 12/23  00:45:00,6,45.05486,0,45.05486
 12/23  01:00:00,5.9,45.05486,0,45.05486
 12/23  01:15:00,5.75,45.05486,0,45.05486
 12/23  01:30:00,5.6,45.05486,0,45.05486
 12/23  01:45:00,5.45,45.05486,0,45.05486
 12/23  02:00:00,5.3,45.05486,0,45.05486
 12/23  02:15:00,5.05,45.05486,0,45.05486
 12/23  02:30:00,4.8,45.05486,0,45.05486
 12/23  02:45:00,4.55,45.05486,0,45.05486
 12/23  03:00:00,4.3,45.05486,0,45.05486
 12/23  03:15:00,4.025,45.05486,0,45.05486
 12/23  03:30:00,3.75,45.05486,0,45.05486
 12/23  03:45:00,3.475,45.05486,0,45.05486
 12/23  04:00:00,3.2,45.05486,0,45.05486
 12/23  04:15:00,3.4,45.05486,0,45.05486
 12/23  04:30:00,3.6,45.05486,0,45.05486
 12/23  04:45:00,3.8,45.05486,0,45.05486
 12/23  05:00:00,4,45.05486,0,45.05486
 12/23  05:15:00,4.175,45.05486,0,45.05486
 12/23  05:30:00,4.35,45.05486,0,45.05486
 12/23  05:45:00,4.525,45.05486,0,45.05486
 12/23  06:00:00,4.7,45.05486,0,45.05486
 12/23  06:15:00,4.875,45.05486,0,45.05486
 12/23  06:30:00,5.05,45.05486,0,45.05486
 12/23  06:45:00,5.225,45.05486,0,45.05486
 12/23  07:00:00,5.4,45.05486,0,45.05486
 12/23  07:15:00,5.825,45.05486,0,45.05486
 12/23  07:30:00,6.25,45.05486,0,45.05486
 12/23  07:45:00,6.675,45.05486,0,45.05486
 12/23  08:00:00,7.1,45.05486,0,45.05486
 12/23  08:15:00,7.525,45.05486,0,45.05486
 12/23  08:30:00,7.95,45.05486,0,45.05486
 12/23  08:45:00,8.375,45.05486,0,45.05486
 12/23  09:00:00,8.8,45.05486,0,45.05486
 12/23  09:15:00,9.225,45.05486,0,45.05486
 12/23  09:30:00,9.65,45.05486,0,45.05486
 12/23  09:45:00,10.075,45.05486,0,45.05486
 12/23  10:00:00,10.5,45.05486,0,45.05486
 12/23  10:15:00,10.575,45.05486,0,45.05486
 12/23  10:30:00,10.65,45.05486,0,45.05486
 12/23  10:45:00,10.725,45.05486,0,45.05486
 12/23  11:00:00,10.8,45.05486,0,45.05486
 12/23  11:15:00,10.9,45.05486,0,45.05486
 12/23  11:30:00,11,45.05486,0,45.05486
 12/23  11:45:00,11.1,45.05486,0,45.05486
 12/23  12:00:00,11.2,45.05486,0,45.05486
 12/23  12:15:00,11.3,45.05486,0,45.05486
 12/23  12:30:00,11.4,45.05486,0,45.05486
 12/23  12:45:00,11.5,45.05486,0,45.05486
 12/23  13:00:00,11.6,45.05486,0,45.05486
 12/23  13:15:00,11.775,45.05486,0,45.05486
 12/23  13:30:00,11.95,45.05486,0,45.05486
 12/23  13:45:00,12.125,45.05486,0,45.05486
 12/23  14:00:00,12.3,45.05486,0,45.05486
 12/23  14:15:00,12.45,45.05486,0,45.05486
 12/23  14:30:00,12.6,45.05486,0,45.05486
 12/23  14:45:00,12.75,45.05486,0,45.05486
 12/23  15:00:00,12.9,45.05486,0,45.05486
 12/23  15:15:00,13.075,45.05486,0,45.05486
 12/23  15:30:00,13.25,45.05486,0,45.05486
 12/23  15:45:00,13.425,45.05486,0,45.05486
 12/23  16:00:00,13.6,45.05486,0,45.05486
 12/23  16:15:00,13.175,45.05486,0,45.05486
 12/23  16:30:00,12.75,45.05486,0,45.05486
 12/23  16:45:00,12.325,45.05486,0,45.05486
 12/23  17:00:00,11.9,45.05486,0,45.05486
 12/23  17:15:00,11.45,45.05486,0,45.05486
 12/23  17:30:00,11,45.05486,0,45.05486
 12/23  17:45:00,10.55,45.05486,0,45.05486
 12/23  18:00:00,10.1,45.05486,0,45.05486
 12/23  18:15:00,9.675,45.05486,0,45.05486
 12/23  18:30:00,9.25,45.05486,0,45.05486
 12/23  18:45:00,8.825,45.05486,0,45.05486
 12/23  19:00:00,8.4,45.05486,0,45.05486
 12/23  19:15:00,8.4,45.05486,0,45.05486
 12/23  19:30:00,8.4,45.05486,0,45.05486
 12/23  19:45:00,8.4,45.05486,0,45.05486
 12/23  20:00:00,8.4,45.05486,0,45.05486
 12/23  20:15:00,8.4,45.05486,0,45.05486
 12/23  20:30:00,8.4,45.05486,0,45.05486
 12/23  20:45:00,8.4,45.05486,0,45.05486
 12/23  21:00:00,8.4,45.05486,0,45.05486
 12/23  21:15:00,8.4,45.05486,0,45.05486
 12/23  21:30:00,8.4,45.05486,0,45.05486
 12/23  21:45:00,8.4,45.05486,0,45.05486
 12/23  22:00:00,8.4,45.05486,0,45.05486
 12/23  22:15:00,8.325,45.05486,0,45.05486
 12/23  22:30:00,8.25,45.05486,0,45.05486
 12/23  22:45:00,8.175,45.05486,0,45.05486
 12/23  23:00:00,8.1,45.05486,0,45.05486
 12/23  23:15:00,8,45.05486,0,45.05486
 12/23  23:30:00,7.9,45.05486,0,45.05486
 12/23  23:45:00,7.8,45.05486,0,45.05486
 12/23  24:00:00,7.7,45.05486,0,56.31858
 12/24  00:15:00,7.575,56.31858,0,56.31858
 12/24  00:30:00,7.45,56.31858,0,56.31858
 12/24  00:45:00,7.325,56.31858,0,56.31858
 12/24  01:00:00,7.2,56.31858,0,56.31858
 12/24  01:15:00,7.15,56.31858,0,56.31858
 12/24  01:30:00,7.1,56.31858,0,56.31858
 12/24  01:45:00,7.05,56.31858,0,56.31858
 12/24  02:00:00,7,56.31858,0,56.31858
 12/24  02:15:00,7,56.31858,0,56.31858
 12/24  02:30:00,7,56.31858,0,56.31858
 12/24  02:45:00,7,56.31858,0,56.31858
 12/24  03:00:00,7,56.31858,0,56.31858
 12/24  03:15:00,7,56.31858,0,56.31858
 12/24  03:30:00,7,56.31858,0,56.31858
 12/24  03:45:00,7,56.31858,0,56.31858
 12/24  04:00:00,7,56.31858,0,56.31858
 12/24  04:15:00,7.075,56.31858,0,56.31858
 12/24  04:30:00,7.15,56.31858,0,56.31858
 12/24  04:45:00,7.225,56.31858,0,56.31858
 12/24  05:00:00,7.3,56.31858,0,56.31858
 12/24  05:15:00,7.4,56.31858,0,56.31858
 12/24  05:30:00,7.5,56.31858,0,56.31858
 12/24  05:45:00,7.6,56.31858,0,56.31858
 12/24  06:00:00,7.7,56.31858,0,110.83898
 12/24  06:15:00,7.8,110.83898,0,110.29341
 12/24  06:30:00,7.9,110.29341,0,109.9301
 12/24  06:45:00,8,109.9301,0,109.83648
 12/24  07:00:00,8.1,109.83648,0,144.26088
 12/24  07:15:00,8.275,144.26088,0,144.24472
 12/24  07:30:00,8.45,144.24472,0,144.21072
 12/24  07:45:00,8.625,144.21072,0,144.19431
 12/24  08:00:00,8.8,144.19431,0,183.01735
 12/24  08:15:00,8.95,183.01735,0,183.19017
 12/24  08:30:00,9.1,183.19017,0,183.28288
 12/24  08:45:00,9.25,183.28288,0,183.36072
 12/24  09:00:00,9.4,183.36072,0,198.98004
 12/24  09:15:00,9.575,198.98004,0,199.39459
 12/24  09:30:00,9.75,199.39459,0,199.71156
 12/24  09:45:00,9.925,199.71156,0,200.03284
 12/24  10:00:00,10.1,200.03284,0,210.48265
 12/24  10:15:00,10.2,210.48265,0,210.73521
 12/24  10:30:00,10.3,210.73521,0,210.94476
 12/24  10:45:00,10.4,210.94476,0,211.0898
 12/24  11:00:00,10.5,211.0898,0,212.46402
 12/24  11:15:00,10.55,212.46402,0,213.30444
 12/24  11:30:00,10.6,213.30444,0,214.51186
 12/24  11:45:00,10.65,214.51186,0,215.777
 12/24  12:00:00,10.7,215.777,0,219.95747
 12/24  12:15:00,10.775,219.95747,0,221.99296
 12/24  12:30:00,10.85,221.99296,0,223.99373
 12/24  12:45:00,10.925,223.99373,0,226.05946
 12/24  13:00:00,11,226.05946,0,228.96076
 12/24  13:15:00,11.2,228.96076,0,231.55649
 12/24  13:30:00,11.4,231.55649,0,233.27345
 12/24  13:45:00,11.6,233.27345,0,234.45853
 12/24  14:00:00,11.8,234.45853,0,229.36123
 12/24  14:15:00,11.975,229.36123,0,230.36628
 12/24  14:30:00,12.15,230.36628,0,230.28084
 12/24  14:45:00,12.325,230.28084,0,229.72446
 12/24  15:00:00,12.5,229.72446,0,215.92481
 12/24  15:15:00,12.7,215.92481,0,215.0895
 12/24  15:30:00,12.9,215.0895,0,212.27783
 12/24  15:45:00,13.1,212.27783,0,209.103
 12/24  16:00:00,13.3,209.103,0,165.946
 12/24  16:15:00,13.1,165.946,0,162.19219
 12/24  16:30:00,12.9,162.19219,0,160.6574
 12/24  16:45:00,12.7,160.6574,0,159.41495
 12/24  17:00:00,12.5,159.41495,0,120.01815
 12/24  17:15:00,12.325,120.01815,0,119.56281
 12/24  17:30:00,12.15,119.56281,0,119.34259
 12/24  17:45:00,11.975,119.34259,0,119.28213
 12/24  18:00:00,11.8,119.28213,0,67.58229
 12/24  18:15:00,11.6,67.58229,0,67.58229
 12/24  18:30:00,11.4,67.58229,0,67.58229
 12/24  18:45:00,11.2,67.58229,0,67.58229
 12/24  19:00:00,11,67.58229,0,56.31858
 12/24  19:15:00,10.675,56.31858,0,56.31858
 12/24  19:30:00,10.35,56.31858,0,56.31858
 12/24  19:45:00,10.025,56.31858,0,56.31858
 12/24  20:00:00,9.7,56.31858,0,56.31858
 12/24  20:15:00,9.35,56.31858,0,56.31858
 12/24  20:30:00,9,56.31858,0,56.31858
 12/24  20:45:00,8.65,56.31858,0,56.31858
 12/24  21:00:00,8.3,56.31858,0,56.31858
 12/24  21:15:00,7.975,56.31858,0,56.31858
 12/24  21:30:00,7.65,56.31858,0,56.31858
 12/24  21:45:00,7.325,56.31858,0,56.31858
 12/24  22:00:00,7,56.31858,0,56.31858
 12/24  22:15:00,6.775,56.31858,0,56.31858
 12/24  22:30:00,6.55,56.31858,0,56.31858
 12/24  22:45:00,6.325,56.31858,0,56.31858
 12/24  23:00:00,6.1,56.31858,0,56.31858
 12/24  23:15:00,5.95,56.31858,0,56.31858
 12/24  23:30:00,5.8,56.31858,0,56.31858
 12/24  23:45:00,5.65,56.31858,0,56.31858
 12/24  24:00:00,5.5,56.31858,0,56.31858
 12/25  00:15:00,5.4,56.31858,0,56.31858
 12/25  00:30:00,5.3,56.31858,0,56.31858
 12/25  00:45:00,5.2,56.31858,0,56.31858
 12/25  01:00:00,5.1,56.31858,0,56.31858
 12/25  01:15:00,5,56.31858,0,56.31858
 12/25  01:30:00,4.9,56.31858,0,56.31858
 12/25  01:45:00,4.8,56.31858,0,56.31858
 12/25  02:00:00,4.7,56.31858,0,56.31858
 12/25  02:15:00,4.575,56.31858,0,56.31858
 12/25  02:30:00,4.45,56.31858,0,56.31858
 12/25  02:45:00,4.325,56.31858,0,56.31858
 12/25  03:00:00,4.2,56.31858,0,56.31858
 12/25  03:15:00,4,56.31858,0,56.31858
 12/25  03:30:00,3.8,56.31858,0,56.31858
 12/25  03:45:00,3.6,56.31858,0,56.31858
 12/25  04:00:00,3.4,56.31858,0,56.31858
 12/25  04:15:00,3.5,56.31858,0,56.31858
 12/25  04:30:00,3.6,56.31858,0,56.31858
 12/25  04:45:00,3.7,56.31858,0,56.31858
 12/25  05:00:00,3.8,56.31858,0,56.31858
 12/25  05:15:00,3.9,56.31858,0,56.31858
 12/25  05:30:00,4,56.31858,0,56.31858
 12/25  05:45:00,4.1,56.31858,0,56.31858
 12/25  06:00:00,4.2,56.31858,0,111.06225
 12/25  06:15:00,4.275,111.06225,0,110.5233
 12/25  06:30:00,4.35,110.5233,0,110.12855
 12/25  06:45:00,4.425,110.12855,0,110.02271
 12/25  07:00:00,4.5,110.02271,0,144.46309
 12/25  07:15:00,4.75,144.46309,0,144.59153
 12/25  07:30:00,5,144.59153,0,144.57574
 12/25  07:45:00,5.25,144.57574,0,144.56578
 12/25  08:00:00,5.5,144.56578,0,183.55883
 12/25  08:15:00,5.775,183.55883,0,183.60485
 12/25  08:30:00,6.05,183.60485,0,183.63313
 12/25  08:45:00,6.325,183.63313,0,183.65691
 12/25  09:00:00,6.6,183.65691,0,198.96619
 12/25  09:15:00,6.825,198.96619,0,198.99879
 12/25  09:30:00,7.05,198.99879,0,199.02312
 12/25  09:45:00,7.275,199.02312,0,199.04791
 12/25  10:00:00,7.5,199.04791,0,209.20584
 12/25  10:15:00,7.675,209.20584,0,209.24242
 12/25  10:30:00,7.85,209.24242,0,209.27344
 12/25  10:45:00,8.025,209.27344,0,209.30393
 12/25  11:00:00,8.2,209.30393,0,210.36751
 12/25  11:15:00,8.35,210.36751,0,210.39808
 12/25  11:30:00,8.5,210.39808,0,210.42814
 12/25  11:45:00,8.65,210.42814,0,210.45768
 12/25  12:00:00,8.8,210.45768,0,213.5001
 12/25  12:15:00,8.975,213.5001,0,213.52782
 12/25  12:30:00,9.15,213.52782,0,213.59282
 12/25  12:45:00,9.325,213.59282,0,213.70176
 12/25  13:00:00,9.5,213.70176,0,214.09202
 12/25  13:15:00,9.925,214.09202,0,214.22464
 12/25  13:30:00,10.35,214.22464,0,214.33008
 12/25  13:45:00,10.775,214.33008,0,214.42646
 12/25  14:00:00,11.2,214.42646,0,208.33545
 12/25  14:15:00,11.65,208.33545,0,208.41387
 12/25  14:30:00,12.1,208.41387,0,208.48659
 12/25  14:45:00,12.55,208.48659,0,208.55264
 12/25  15:00:00,13,208.55264,0,196.5648
 12/25  15:15:00,13.425,196.5648,0,196.60023
 12/25  15:30:00,13.85,196.60023,0,196.63194
 12/25  15:45:00,14.275,196.63194,0,196.65277
 12/25  16:00:00,14.7,196.65277,0,157.92532
 12/25  16:15:00,14.6,157.92532,0,157.84707
 12/25  16:30:00,14.5,157.84707,0,157.82846
