,Boiler power consumed,Pumps power consumed,Total plant energy consumed,scenario_name,%age reduction in plant energy consumption
0,1745516869.31,12166.692513145055,1745529060.088274,case_study_scenario_1_15mins_Feb,0.0
1,1687539267.568,14888.289270499314,1687554155.337659,case_study_scenario_5_15mins_Feb,3.3213371278781945
